p1		p2	
6227	RPS21	6147	RPL23A
6227	RPS21	6165	RPL35A
6227	RPS21	2935	GSPT1
6227	RPS21	6158	RPL28
6227	RPS21	6229	RPS24
6227	RPS21	6168	RPL37A
6227	RPS21	6728	SRP19
6227	RPS21	1977	EIF4E
6227	RPS21	6224	RPS20
6227	RPS21	8667	EIF3H
6227	RPS21	6188	RPS3
6227	RPS21	6230	RPS25
6227	RPS21	6207	RPS13
6227	RPS21	6141	RPL18
6227	RPS21	10480	EIF3M
6227	RPS21	6139	RPL17
6227	RPS21	6209	RPS15
6227	RPS21	6223	RPS19
6227	RPS21	6234	RPS28
57497	LRFN2	2903	GRIN2A
57497	LRFN2	1739	DLG1
57497	LRFN2	1741	DLG3
57497	LRFN2	2902	GRIN1
57497	LRFN2	2906	GRIN2D
57497	LRFN2	2904	GRIN2B
57497	LRFN2	1742	DLG4
57497	LRFN2	2905	GRIN2C
6122	RPL3	6176	RPLP1
6122	RPL3	6128	RPL6
6122	RPL3	6729	SRP54
6122	RPL3	23708	GSPT2
6122	RPL3	6134	RPL10
6122	RPL3	6187	RPS2
6122	RPL3	9045	RPL14
6122	RPL3	6166	RPL36AL
6122	RPL3	6227	RPS21
6122	RPL3	6157	RPL27A
6122	RPL3	6133	RPL9
6122	RPL3	6144	RPL21
6122	RPL3	6142	RPL18A
6122	RPL3	6143	RPL19
6122	RPL3	6206	RPS12
6122	RPL3	6192	RPS4Y1
6122	RPL3	6217	RPS16
6122	RPL3	25873	RPL36
6122	RPL3	6155	RPL27
6122	RPL3	11224	RPL35
6122	RPL3	6132	RPL8
6122	RPL3	51121	RPL26L1
6122	RPL3	9775	EIF4A3
6122	RPL3	6146	RPL22
6122	RPL3	6189	RPS3A
6122	RPL3	3921	RPSA
6122	RPL3	200916	RPL22L1
6122	RPL3	6204	RPS10
6122	RPL3	6231	RPS26
6122	RPL3	6125	RPL5
6122	RPL3	2107	ETF1
6122	RPL3	6136	RPL12
6122	RPL3	6170	RPL39
6122	RPL3	6232	RPS27
6122	RPL3	6130	RPL7A
6122	RPL3	6191	RPS4X
6122	RPL3	4736	RPL10A
6122	RPL3	6135	RPL11
6122	RPL3	6194	RPS6
6122	RPL3	6205	RPS11
6122	RPL3	23521	RPL13A
6122	RPL3	6152	RPL24
6122	RPL3	9349	RPL23
6122	RPL3	6164	RPL34
6122	RPL3	6235	RPS29
6122	RPL3	6202	RPS8
6122	RPL3	6161	RPL32
6122	RPL3	6160	RPL31
6122	RPL3	6147	RPL23A
6122	RPL3	7311	UBA52
6122	RPL3	6165	RPL35A
6122	RPL3	2935	GSPT1
6122	RPL3	6158	RPL28
6122	RPL3	6173	RPL36A
6122	RPL3	6229	RPS24
6122	RPL3	6168	RPL37A
6122	RPL3	6224	RPS20
6122	RPL3	6188	RPS3
6122	RPL3	6230	RPS25
6122	RPL3	6207	RPS13
6122	RPL3	6141	RPL18
6122	RPL3	6139	RPL17
6122	RPL3	6209	RPS15
6122	RPL3	6223	RPS19
6122	RPL3	6234	RPS28
6122	RPL3	6129	RPL7
6122	RPL3	6233	RPS27A
6122	RPL3	6156	RPL30
6122	RPL3	6193	RPS5
6122	RPL3	6167	RPL37
6122	RPL3	140032	RPS4Y2
6122	RPL3	9669	EIF5B
6122	RPL3	6154	RPL26
6122	RPL3	6159	RPL29
6122	RPL3	116832	RPL39L
6122	RPL3	6228	RPS23
6122	RPL3	140801	RPL10L
6122	RPL3	6137	RPL13
6122	RPL3	6138	RPL15
6122	RPL3	6169	RPL38
6122	RPL3	6208	RPS14
6122	RPL3	6124	RPL4
6122	RPL3	26986	PABPC1
6122	RPL3	6210	RPS15A
6122	RPL3	6181	RPLP2
6122	RPL3	1915	EEF1A1
6122	RPL3	51065	RPS27L
6122	RPL3	1981	EIF4G1
6122	RPL3	6175	RPLP0
6122	RPL3	6201	RPS7
6166	RPL36AL	6124	RPL4
6166	RPL36AL	6188	RPS3
6166	RPL36AL	6193	RPS5
6166	RPL36AL	6128	RPL6
6166	RPL36AL	6142	RPL18A
6166	RPL36AL	6143	RPL19
6166	RPL36AL	6206	RPS12
6166	RPL36AL	6192	RPS4Y1
6166	RPL36AL	6217	RPS16
6166	RPL36AL	25873	RPL36
6166	RPL36AL	6155	RPL27
6166	RPL36AL	11224	RPL35
6166	RPL36AL	6132	RPL8
6166	RPL36AL	6233	RPS27A
6166	RPL36AL	51121	RPL26L1
6166	RPL36AL	6727	SRP14
6166	RPL36AL	6123	RPL3L
6166	RPL36AL	6205	RPS11
6166	RPL36AL	6167	RPL37
6166	RPL36AL	6156	RPL30
6166	RPL36AL	140032	RPS4Y2
6166	RPL36AL	6154	RPL26
6166	RPL36AL	9669	EIF5B
6166	RPL36AL	6159	RPL29
6166	RPL36AL	116832	RPL39L
6166	RPL36AL	6228	RPS23
6166	RPL36AL	140801	RPL10L
6166	RPL36AL	23708	GSPT2
6166	RPL36AL	6210	RPS15A
6166	RPL36AL	6726	SRP9
6166	RPL36AL	6137	RPL13
6166	RPL36AL	6138	RPL15
6166	RPL36AL	6169	RPL38
6166	RPL36AL	6208	RPS14
6166	RPL36AL	1915	EEF1A1
6166	RPL36AL	6181	RPLP2
6166	RPL36AL	55110	MAGOHB
6166	RPL36AL	51065	RPS27L
6166	RPL36AL	6175	RPLP0
6166	RPL36AL	6201	RPS7
6166	RPL36AL	6129	RPL7
6166	RPL36AL	6134	RPL10
6166	RPL36AL	6187	RPS2
6166	RPL36AL	9045	RPL14
6166	RPL36AL	6227	RPS21
6166	RPL36AL	6122	RPL3
6166	RPL36AL	6157	RPL27A
6166	RPL36AL	6133	RPL9
6166	RPL36AL	6144	RPL21
6166	RPL36AL	6176	RPLP1
6166	RPL36AL	6189	RPS3A
6166	RPL36AL	6125	RPL5
6166	RPL36AL	6204	RPS10
6166	RPL36AL	3921	RPSA
6166	RPL36AL	200916	RPL22L1
6166	RPL36AL	6146	RPL22
6166	RPL36AL	6231	RPS26
6166	RPL36AL	2107	ETF1
6166	RPL36AL	6136	RPL12
6166	RPL36AL	6170	RPL39
6166	RPL36AL	6232	RPS27
6166	RPL36AL	4116	MAGOH
6166	RPL36AL	6130	RPL7A
6166	RPL36AL	6191	RPS4X
6166	RPL36AL	4736	RPL10A
6166	RPL36AL	6135	RPL11
6166	RPL36AL	6194	RPS6
6166	RPL36AL	6160	RPL31
6166	RPL36AL	23521	RPL13A
6166	RPL36AL	6152	RPL24
6166	RPL36AL	9349	RPL23
6166	RPL36AL	6164	RPL34
6166	RPL36AL	6235	RPS29
6166	RPL36AL	6202	RPS8
6166	RPL36AL	6161	RPL32
6166	RPL36AL	7311	UBA52
6166	RPL36AL	6147	RPL23A
6166	RPL36AL	6165	RPL35A
6166	RPL36AL	2935	GSPT1
6166	RPL36AL	6158	RPL28
6166	RPL36AL	6139	RPL17
6166	RPL36AL	6229	RPS24
6166	RPL36AL	6168	RPL37A
6166	RPL36AL	6728	SRP19
6166	RPL36AL	6224	RPS20
6166	RPL36AL	6230	RPS25
6166	RPL36AL	6207	RPS13
6166	RPL36AL	6141	RPL18
6166	RPL36AL	6209	RPS15
6166	RPL36AL	6223	RPS19
6166	RPL36AL	6234	RPS28
6157	RPL27A	6224	RPS20
6157	RPL27A	6229	RPS24
6157	RPL27A	6168	RPL37A
6157	RPL27A	6188	RPS3
6157	RPL27A	6207	RPS13
6157	RPL27A	6230	RPS25
6157	RPL27A	6141	RPL18
6157	RPL27A	6132	RPL8
6157	RPL27A	6193	RPS5
6157	RPL27A	6128	RPL6
6157	RPL27A	6729	SRP54
6157	RPL27A	6142	RPL18A
6157	RPL27A	6143	RPL19
6157	RPL27A	6206	RPS12
6157	RPL27A	6192	RPS4Y1
6157	RPL27A	6217	RPS16
6157	RPL27A	25873	RPL36
6157	RPL27A	6155	RPL27
6157	RPL27A	11224	RPL35
6157	RPL27A	5976	UPF1
6157	RPL27A	51121	RPL26L1
6157	RPL27A	9775	EIF4A3
6157	RPL27A	6123	RPL3L
6157	RPL27A	6205	RPS11
6157	RPL27A	6233	RPS27A
6157	RPL27A	6167	RPL37
6157	RPL27A	65109	UPF3B
6157	RPL27A	6156	RPL30
6157	RPL27A	140032	RPS4Y2
6157	RPL27A	9669	EIF5B
6157	RPL27A	6154	RPL26
6157	RPL27A	6159	RPL29
6157	RPL27A	116832	RPL39L
6157	RPL27A	6228	RPS23
6157	RPL27A	140801	RPL10L
6157	RPL27A	6137	RPL13
6157	RPL27A	6169	RPL38
6157	RPL27A	6138	RPL15
6157	RPL27A	6208	RPS14
6157	RPL27A	6124	RPL4
6157	RPL27A	6210	RPS15A
6157	RPL27A	6181	RPLP2
6157	RPL27A	1915	EEF1A1
6157	RPL27A	51065	RPS27L
6157	RPL27A	6201	RPS7
6157	RPL27A	6175	RPLP0
6157	RPL27A	6129	RPL7
6157	RPL27A	6187	RPS2
6157	RPL27A	23708	GSPT2
6157	RPL27A	6134	RPL10
6157	RPL27A	6166	RPL36AL
6157	RPL27A	9045	RPL14
6157	RPL27A	6227	RPS21
6157	RPL27A	6122	RPL3
6157	RPL27A	6133	RPL9
6157	RPL27A	6144	RPL21
6157	RPL27A	6176	RPLP1
6157	RPL27A	6189	RPS3A
6157	RPL27A	3921	RPSA
6157	RPL27A	200916	RPL22L1
6157	RPL27A	6231	RPS26
6157	RPL27A	6204	RPS10
6157	RPL27A	6146	RPL22
6157	RPL27A	26019	UPF2
6157	RPL27A	2107	ETF1
6157	RPL27A	6136	RPL12
6157	RPL27A	6170	RPL39
6157	RPL27A	6232	RPS27
6157	RPL27A	6125	RPL5
6157	RPL27A	6130	RPL7A
6157	RPL27A	6191	RPS4X
6157	RPL27A	6139	RPL17
6157	RPL27A	6223	RPS19
6157	RPL27A	6209	RPS15
6157	RPL27A	6234	RPS28
6157	RPL27A	4736	RPL10A
6157	RPL27A	7311	UBA52
6157	RPL27A	6135	RPL11
6157	RPL27A	65110	UPF3A
6157	RPL27A	6194	RPS6
6157	RPL27A	23521	RPL13A
6157	RPL27A	6152	RPL24
6157	RPL27A	9349	RPL23
6157	RPL27A	6164	RPL34
6157	RPL27A	6235	RPS29
6157	RPL27A	6202	RPS8
6157	RPL27A	6161	RPL32
6157	RPL27A	6160	RPL31
6157	RPL27A	6173	RPL36A
6157	RPL27A	6147	RPL23A
6157	RPL27A	6165	RPL35A
6157	RPL27A	2935	GSPT1
6157	RPL27A	6158	RPL28
6133	RPL9	6132	RPL8
6133	RPL9	6193	RPS5
6133	RPL9	6128	RPL6
6133	RPL9	6729	SRP54
6133	RPL9	6142	RPL18A
6133	RPL9	6143	RPL19
6133	RPL9	6192	RPS4Y1
6133	RPL9	6206	RPS12
6133	RPL9	6217	RPS16
6133	RPL9	25873	RPL36
6133	RPL9	6155	RPL27
6133	RPL9	11224	RPL35
6133	RPL9	6123	RPL3L
6133	RPL9	51121	RPL26L1
6133	RPL9	6727	SRP14
6133	RPL9	6156	RPL30
6133	RPL9	9775	EIF4A3
6133	RPL9	6205	RPS11
6133	RPL9	6233	RPS27A
6133	RPL9	6167	RPL37
6133	RPL9	140032	RPS4Y2
6133	RPL9	9669	EIF5B
6133	RPL9	6154	RPL26
6133	RPL9	6159	RPL29
6133	RPL9	116832	RPL39L
6133	RPL9	6228	RPS23
6133	RPL9	140801	RPL10L
6133	RPL9	10921	RNPS1
6133	RPL9	6137	RPL13
6133	RPL9	6138	RPL15
6133	RPL9	6169	RPL38
6133	RPL9	6210	RPS15A
6133	RPL9	6124	RPL4
6133	RPL9	6208	RPS14
6133	RPL9	26986	PABPC1
6133	RPL9	55110	MAGOHB
6133	RPL9	6181	RPLP2
6133	RPL9	1915	EEF1A1
6133	RPL9	51065	RPS27L
6133	RPL9	6175	RPLP0
6133	RPL9	6201	RPS7
6133	RPL9	23708	GSPT2
6133	RPL9	6129	RPL7
6133	RPL9	6134	RPL10
6133	RPL9	6187	RPS2
6133	RPL9	9045	RPL14
6133	RPL9	6227	RPS21
6133	RPL9	6122	RPL3
6133	RPL9	6144	RPL21
6133	RPL9	6166	RPL36AL
6133	RPL9	6157	RPL27A
6133	RPL9	6176	RPLP1
6133	RPL9	200916	RPL22L1
6133	RPL9	6189	RPS3A
6133	RPL9	3921	RPSA
6133	RPL9	6146	RPL22
6133	RPL9	6204	RPS10
6133	RPL9	6231	RPS26
6133	RPL9	2107	ETF1
6133	RPL9	6136	RPL12
6133	RPL9	6170	RPL39
6133	RPL9	6232	RPS27
6133	RPL9	6125	RPL5
6133	RPL9	4116	MAGOH
6133	RPL9	6191	RPS4X
6133	RPL9	6130	RPL7A
6133	RPL9	6135	RPL11
6133	RPL9	4736	RPL10A
6133	RPL9	6194	RPS6
6133	RPL9	6234	RPS28
6133	RPL9	23521	RPL13A
6133	RPL9	6152	RPL24
6133	RPL9	9349	RPL23
6133	RPL9	6164	RPL34
6133	RPL9	6235	RPS29
6133	RPL9	6202	RPS8
6133	RPL9	6161	RPL32
6133	RPL9	6160	RPL31
6133	RPL9	7311	UBA52
6133	RPL9	6147	RPL23A
6133	RPL9	2935	GSPT1
6133	RPL9	6165	RPL35A
6133	RPL9	6158	RPL28
6133	RPL9	23049	SMG1
6133	RPL9	6173	RPL36A
6133	RPL9	6229	RPS24
6133	RPL9	6168	RPL37A
6133	RPL9	6224	RPS20
6133	RPL9	6188	RPS3
6133	RPL9	6230	RPS25
6133	RPL9	6207	RPS13
6133	RPL9	6141	RPL18
6133	RPL9	6139	RPL17
6133	RPL9	6209	RPS15
6133	RPL9	6223	RPS19
6144	RPL21	11224	RPL35
6144	RPL21	6132	RPL8
6144	RPL21	6233	RPS27A
6144	RPL21	51121	RPL26L1
6144	RPL21	6123	RPL3L
6144	RPL21	9775	EIF4A3
6144	RPL21	6205	RPS11
6144	RPL21	6167	RPL37
6144	RPL21	6154	RPL26
6144	RPL21	6156	RPL30
6144	RPL21	140032	RPS4Y2
6144	RPL21	6159	RPL29
6144	RPL21	116832	RPL39L
6144	RPL21	6228	RPS23
6144	RPL21	140801	RPL10L
6144	RPL21	6137	RPL13
6144	RPL21	6169	RPL38
6144	RPL21	6138	RPL15
6144	RPL21	6208	RPS14
6144	RPL21	6124	RPL4
6144	RPL21	26986	PABPC1
6144	RPL21	6210	RPS15A
6144	RPL21	6181	RPLP2
6144	RPL21	51065	RPS27L
6144	RPL21	1915	EEF1A1
6144	RPL21	6175	RPLP0
6144	RPL21	6201	RPS7
6144	RPL21	6129	RPL7
6144	RPL21	23708	GSPT2
6144	RPL21	6134	RPL10
6144	RPL21	6187	RPS2
6144	RPL21	6122	RPL3
6144	RPL21	9045	RPL14
6144	RPL21	6227	RPS21
6144	RPL21	6166	RPL36AL
6144	RPL21	6157	RPL27A
6144	RPL21	6192	RPS4Y1
6144	RPL21	4736	RPL10A
6144	RPL21	6193	RPS5
6144	RPL21	6128	RPL6
6144	RPL21	6729	SRP54
6144	RPL21	6142	RPL18A
6144	RPL21	6143	RPL19
6144	RPL21	6206	RPS12
6144	RPL21	6189	RPS3A
6144	RPL21	6155	RPL27
6144	RPL21	6217	RPS16
6144	RPL21	25873	RPL36
6144	RPL21	6133	RPL9
6144	RPL21	6176	RPLP1
6144	RPL21	3921	RPSA
6144	RPL21	200916	RPL22L1
6144	RPL21	6146	RPL22
6144	RPL21	6204	RPS10
6144	RPL21	6231	RPS26
6144	RPL21	2107	ETF1
6144	RPL21	6136	RPL12
6144	RPL21	6170	RPL39
6144	RPL21	6232	RPS27
6144	RPL21	6125	RPL5
6144	RPL21	6130	RPL7A
6144	RPL21	6191	RPS4X
6144	RPL21	6135	RPL11
6144	RPL21	6194	RPS6
6144	RPL21	23521	RPL13A
6144	RPL21	9349	RPL23
6144	RPL21	6152	RPL24
6144	RPL21	6164	RPL34
6144	RPL21	6235	RPS29
6144	RPL21	6202	RPS8
6144	RPL21	6161	RPL32
6144	RPL21	6160	RPL31
6144	RPL21	6147	RPL23A
6144	RPL21	7311	UBA52
6144	RPL21	6168	RPL37A
6144	RPL21	6165	RPL35A
6144	RPL21	2935	GSPT1
6144	RPL21	6158	RPL28
6144	RPL21	6173	RPL36A
6144	RPL21	6229	RPS24
6144	RPL21	6728	SRP19
6144	RPL21	6224	RPS20
6144	RPL21	6141	RPL18
6144	RPL21	6188	RPS3
6144	RPL21	6230	RPS25
6144	RPL21	6207	RPS13
6144	RPL21	6139	RPL17
6144	RPL21	6209	RPS15
6144	RPL21	6223	RPS19
6144	RPL21	6234	RPS28
302	ANXA2	301	ANXA1
302	ANXA2	6281	S100A10
6176	RPLP1	6135	RPL11
6176	RPLP1	4736	RPL10A
6176	RPLP1	6194	RPS6
6176	RPLP1	23521	RPL13A
6176	RPLP1	6152	RPL24
6176	RPLP1	9349	RPL23
6176	RPLP1	6164	RPL34
6176	RPLP1	6235	RPS29
6176	RPLP1	6143	RPL19
6176	RPLP1	6206	RPS12
6176	RPLP1	6147	RPL23A
6176	RPLP1	6202	RPS8
6176	RPLP1	6161	RPL32
6176	RPLP1	6160	RPL31
6176	RPLP1	7311	UBA52
6176	RPLP1	6168	RPL37A
6176	RPLP1	6165	RPL35A
6176	RPLP1	2935	GSPT1
6176	RPLP1	6158	RPL28
6176	RPLP1	6173	RPL36A
6176	RPLP1	6229	RPS24
6176	RPLP1	6224	RPS20
6176	RPLP1	6141	RPL18
6176	RPLP1	6188	RPS3
6176	RPLP1	6230	RPS25
6176	RPLP1	6207	RPS13
6176	RPLP1	6139	RPL17
6176	RPLP1	6209	RPS15
6176	RPLP1	6223	RPS19
6176	RPLP1	6234	RPS28
6176	RPLP1	6191	RPS4X
6176	RPLP1	6142	RPL18A
6176	RPLP1	6193	RPS5
6176	RPLP1	6128	RPL6
6176	RPLP1	6192	RPS4Y1
6176	RPLP1	25873	RPL36
6176	RPLP1	6217	RPS16
6176	RPLP1	6155	RPL27
6176	RPLP1	11224	RPL35
6176	RPLP1	6132	RPL8
6176	RPLP1	6205	RPS11
6176	RPLP1	51121	RPL26L1
6176	RPLP1	6123	RPL3L
6176	RPLP1	6233	RPS27A
6176	RPLP1	6167	RPL37
6176	RPLP1	6156	RPL30
6176	RPLP1	6154	RPL26
6176	RPLP1	140032	RPS4Y2
6176	RPLP1	6159	RPL29
6176	RPLP1	116832	RPL39L
6176	RPLP1	6228	RPS23
6176	RPLP1	140801	RPL10L
6176	RPLP1	6137	RPL13
6176	RPLP1	6169	RPL38
6176	RPLP1	6138	RPL15
6176	RPLP1	6208	RPS14
6176	RPLP1	6124	RPL4
6176	RPLP1	6210	RPS15A
6176	RPLP1	6181	RPLP2
6176	RPLP1	1915	EEF1A1
6176	RPLP1	51065	RPS27L
6176	RPLP1	6175	RPLP0
6176	RPLP1	6201	RPS7
6176	RPLP1	6187	RPS2
6176	RPLP1	6129	RPL7
6176	RPLP1	23708	GSPT2
6176	RPLP1	6134	RPL10
6176	RPLP1	9045	RPL14
6176	RPLP1	6189	RPS3A
6176	RPLP1	6227	RPS21
6176	RPLP1	6122	RPL3
6176	RPLP1	6166	RPL36AL
6176	RPLP1	6157	RPL27A
6176	RPLP1	6133	RPL9
6176	RPLP1	6144	RPL21
6176	RPLP1	3921	RPSA
6176	RPLP1	200916	RPL22L1
6176	RPLP1	6146	RPL22
6176	RPLP1	6204	RPS10
6176	RPLP1	6231	RPS26
6176	RPLP1	6136	RPL12
6176	RPLP1	2107	ETF1
6176	RPLP1	6170	RPL39
6176	RPLP1	6232	RPS27
6176	RPLP1	6125	RPL5
6176	RPLP1	6130	RPL7A
6189	RPS3A	6193	RPS5
6189	RPS3A	6128	RPL6
6189	RPS3A	6143	RPL19
6189	RPS3A	8664	EIF3D
6189	RPS3A	3646	EIF3E
6189	RPS3A	6142	RPL18A
6189	RPS3A	6206	RPS12
6189	RPS3A	705	BYSL
6189	RPS3A	27335	EIF3K
6189	RPS3A	1965	EIF2S1
6189	RPS3A	1968	EIF2S3
6189	RPS3A	6192	RPS4Y1
6189	RPS3A	6217	RPS16
6189	RPS3A	25873	RPL36
6189	RPS3A	8666	EIF3G
6189	RPS3A	6155	RPL27
6189	RPS3A	11224	RPL35
6189	RPS3A	1975	EIF4B
6189	RPS3A	6132	RPL8
6189	RPS3A	56902	PNO1
6189	RPS3A	51121	RPL26L1
6189	RPS3A	9775	EIF4A3
6189	RPS3A	6123	RPL3L
6189	RPS3A	6205	RPS11
6189	RPS3A	6233	RPS27A
6189	RPS3A	6167	RPL37
6189	RPS3A	6156	RPL30
6189	RPS3A	140032	RPS4Y2
6189	RPS3A	6154	RPL26
6189	RPS3A	1973	EIF4A1
6189	RPS3A	6159	RPL29
6189	RPS3A	116832	RPL39L
6189	RPS3A	6228	RPS23
6189	RPS3A	140801	RPL10L
6189	RPS3A	6137	RPL13
6189	RPS3A	6136	RPL12
6189	RPS3A	6138	RPL15
6189	RPS3A	6169	RPL38
6189	RPS3A	6208	RPS14
6189	RPS3A	8665	EIF3F
6189	RPS3A	6124	RPL4
6189	RPS3A	26986	PABPC1
6189	RPS3A	6210	RPS15A
6189	RPS3A	6181	RPLP2
6189	RPS3A	8663	EIF3C
6189	RPS3A	1974	EIF4A2
6189	RPS3A	1915	EEF1A1
6189	RPS3A	51065	RPS27L
6189	RPS3A	6175	RPLP0
6189	RPS3A	6201	RPS7
6189	RPS3A	6129	RPL7
6189	RPS3A	23708	GSPT2
6189	RPS3A	6227	RPS21
6189	RPS3A	6134	RPL10
6189	RPS3A	6187	RPS2
6189	RPS3A	9045	RPL14
6189	RPS3A	6166	RPL36AL
6189	RPS3A	6122	RPL3
6189	RPS3A	6157	RPL27A
6189	RPS3A	6133	RPL9
6189	RPS3A	6144	RPL21
6189	RPS3A	6176	RPLP1
6189	RPS3A	200916	RPL22L1
6189	RPS3A	3921	RPSA
6189	RPS3A	6146	RPL22
6189	RPS3A	6204	RPS10
6189	RPS3A	6231	RPS26
6189	RPS3A	2107	ETF1
6189	RPS3A	8662	EIF3B
6189	RPS3A	6170	RPL39
6189	RPS3A	6232	RPS27
6189	RPS3A	8661	EIF3A
6189	RPS3A	6125	RPL5
6189	RPS3A	6130	RPL7A
6189	RPS3A	6191	RPS4X
6189	RPS3A	8668	EIF3I
6189	RPS3A	4736	RPL10A
6189	RPS3A	6135	RPL11
6189	RPS3A	8894	EIF2S2
6189	RPS3A	10557	RPP38
6189	RPS3A	1964	EIF1AX
6189	RPS3A	6194	RPS6
6189	RPS3A	23521	RPL13A
6189	RPS3A	9349	RPL23
6189	RPS3A	6152	RPL24
6189	RPS3A	6147	RPL23A
6189	RPS3A	6164	RPL34
6189	RPS3A	6235	RPS29
6189	RPS3A	6202	RPS8
6189	RPS3A	6161	RPL32
6189	RPS3A	6160	RPL31
6189	RPS3A	7311	UBA52
6189	RPS3A	6165	RPL35A
6189	RPS3A	2935	GSPT1
6189	RPS3A	6158	RPL28
6189	RPS3A	6173	RPL36A
6189	RPS3A	6229	RPS24
6189	RPS3A	51386	EIF3L
6189	RPS3A	6168	RPL37A
6189	RPS3A	6230	RPS25
6189	RPS3A	6224	RPS20
6189	RPS3A	1977	EIF4E
6189	RPS3A	8667	EIF3H
6189	RPS3A	6188	RPS3
6189	RPS3A	6207	RPS13
6189	RPS3A	10480	EIF3M
6189	RPS3A	6141	RPL18
6189	RPS3A	6139	RPL17
6189	RPS3A	6209	RPS15
6189	RPS3A	6223	RPS19
6189	RPS3A	6234	RPS28
221400	TDRD6	9271	PIWIL1
3921	RPSA	6142	RPL18A
3921	RPSA	3646	EIF3E
3921	RPSA	8664	EIF3D
3921	RPSA	6193	RPS5
3921	RPSA	6128	RPL6
3921	RPSA	6729	SRP54
3921	RPSA	6155	RPL27
3921	RPSA	1965	EIF2S1
3921	RPSA	6139	RPL17
3921	RPSA	6143	RPL19
3921	RPSA	705	BYSL
3921	RPSA	6206	RPS12
3921	RPSA	27335	EIF3K
3921	RPSA	6192	RPS4Y1
3921	RPSA	6217	RPS16
3921	RPSA	25873	RPL36
3921	RPSA	1968	EIF2S3
3921	RPSA	8666	EIF3G
3921	RPSA	11224	RPL35
3921	RPSA	6132	RPL8
3921	RPSA	56902	PNO1
3921	RPSA	51121	RPL26L1
3921	RPSA	6123	RPL3L
3921	RPSA	9775	EIF4A3
3921	RPSA	6205	RPS11
3921	RPSA	6233	RPS27A
3921	RPSA	6167	RPL37
3921	RPSA	6156	RPL30
3921	RPSA	140032	RPS4Y2
3921	RPSA	1973	EIF4A1
3921	RPSA	9669	EIF5B
3921	RPSA	6154	RPL26
3921	RPSA	6159	RPL29
3921	RPSA	116832	RPL39L
3921	RPSA	6228	RPS23
3921	RPSA	140801	RPL10L
3921	RPSA	6166	RPL36AL
3921	RPSA	6208	RPS14
3921	RPSA	6137	RPL13
3921	RPSA	6138	RPL15
3921	RPSA	6169	RPL38
3921	RPSA	8665	EIF3F
3921	RPSA	6124	RPL4
3921	RPSA	26986	PABPC1
3921	RPSA	54913	RPP25
3921	RPSA	6210	RPS15A
3921	RPSA	6181	RPLP2
3921	RPSA	1974	EIF4A2
3921	RPSA	1915	EEF1A1
3921	RPSA	51065	RPS27L
3921	RPSA	8663	EIF3C
3921	RPSA	6175	RPLP0
3921	RPSA	6201	RPS7
3921	RPSA	23708	GSPT2
3921	RPSA	6129	RPL7
3921	RPSA	6187	RPS2
3921	RPSA	6134	RPL10
3921	RPSA	9045	RPL14
3921	RPSA	6227	RPS21
3921	RPSA	6122	RPL3
3921	RPSA	6157	RPL27A
3921	RPSA	6133	RPL9
3921	RPSA	6144	RPL21
3921	RPSA	6176	RPLP1
3921	RPSA	6189	RPS3A
3921	RPSA	200916	RPL22L1
3921	RPSA	6146	RPL22
3921	RPSA	6204	RPS10
3921	RPSA	6231	RPS26
3921	RPSA	6170	RPL39
3921	RPSA	2107	ETF1
3921	RPSA	8662	EIF3B
3921	RPSA	6136	RPL12
3921	RPSA	6232	RPS27
3921	RPSA	8661	EIF3A
3921	RPSA	6125	RPL5
3921	RPSA	6130	RPL7A
3921	RPSA	6209	RPS15
3921	RPSA	6223	RPS19
3921	RPSA	6234	RPS28
3921	RPSA	8668	EIF3I
3921	RPSA	6191	RPS4X
3921	RPSA	4736	RPL10A
3921	RPSA	6135	RPL11
3921	RPSA	8894	EIF2S2
3921	RPSA	4686	NCBP1
3921	RPSA	10557	RPP38
3921	RPSA	1964	EIF1AX
3921	RPSA	6194	RPS6
3921	RPSA	23521	RPL13A
3921	RPSA	6152	RPL24
3921	RPSA	9349	RPL23
3921	RPSA	6164	RPL34
3921	RPSA	6235	RPS29
3921	RPSA	6202	RPS8
3921	RPSA	6161	RPL32
3921	RPSA	7311	UBA52
3921	RPSA	6160	RPL31
3921	RPSA	6147	RPL23A
3921	RPSA	6165	RPL35A
3921	RPSA	2935	GSPT1
3921	RPSA	6229	RPS24
3921	RPSA	6158	RPL28
3921	RPSA	6173	RPL36A
3921	RPSA	51386	EIF3L
3921	RPSA	6168	RPL37A
3921	RPSA	8667	EIF3H
3921	RPSA	6224	RPS20
3921	RPSA	6188	RPS3
3921	RPSA	6230	RPS25
3921	RPSA	6207	RPS13
3921	RPSA	10480	EIF3M
3921	RPSA	6141	RPL18
200916	RPL22L1	6188	RPS3
200916	RPL22L1	6142	RPL18A
200916	RPL22L1	6128	RPL6
200916	RPL22L1	6193	RPS5
200916	RPL22L1	6210	RPS15A
200916	RPL22L1	55110	MAGOHB
200916	RPL22L1	6143	RPL19
200916	RPL22L1	6206	RPS12
200916	RPL22L1	6192	RPS4Y1
200916	RPL22L1	6217	RPS16
200916	RPL22L1	25873	RPL36
200916	RPL22L1	6155	RPL27
200916	RPL22L1	11224	RPL35
200916	RPL22L1	6132	RPL8
200916	RPL22L1	51121	RPL26L1
200916	RPL22L1	6123	RPL3L
200916	RPL22L1	6205	RPS11
200916	RPL22L1	6233	RPS27A
