V1	V2	V3	V4
6303	SAT1	65991	FUNDC2
6303	SAT1	60492	CCDC90B
6303	SAT1	22929	SEPHS1
6303	SAT1	10980	COPS6
6303	SAT1	2051	EPHB6
6303	SAT1	3739	KCNA4
6303	SAT1	11143	MYST2
6303	SAT1	5764	PTN
6303	SAT1	10813	UTP14A
6303	SAT1	11161	C14orf1
6303	SAT1	1400	CRMP1
6303	SAT1	84060	C7orf64
6303	SAT1	3336	HSPE1
6303	SAT1	10524	KAT5
6303	SAT1	57562	KIAA1377
6303	SAT1	55791	C1orf103
6303	SAT1	9094	UNC119
6303	SAT1	7088	TLE1
6304	SATB1	1523	CUX1
6304	SATB1	8467	SMARCA5
6304	SATB1	11177	BAZ1A
6304	SATB1	9219	MTA2
6304	SATB1	5439	POLR2J
6305	SBF1	6839	SUV39H1
6310	ATXN1	2597	GAPDH
6310	ATXN1	8161	COIL
6310	ATXN1	56893	UBQLN4
6310	ATXN1	8125	ANP32A
6310	ATXN1	7874	USP7
6310	ATXN1	10477	UBE2E3
6310	ATXN1	10526	IPO8
6310	ATXN1	11051	NUDT21
6310	ATXN1	11258	DCTN3
6310	ATXN1	51586	MED15
6310	ATXN1	51701	NLK
6310	ATXN1	54472	TOLLIP
6310	ATXN1	56478	EIF4ENIF1
6310	ATXN1	6601	SMARCC2
6310	ATXN1	7186	TRAF2
6310	ATXN1	7329	UBE2I
6310	ATXN1	7916	BAT2
6310	ATXN1	9086	EIF1AY
6310	ATXN1	9093	DNAJA3
6310	ATXN1	9611	NCOR1
6310	ATXN1	9701	SAPS2
6310	ATXN1	9898	UBAP2L
6311	ATXN2	1114	CHGB
6311	ATXN2	30834	ZNRD1
6311	ATXN2	6456	SH3GL2
6311	ATXN2	6457	SH3GL3
6311	ATXN2	7917	BAT3
6314	ATXN7	1406	CRX
6314	ATXN7	5700	PSMC1
6314	ATXN7	7159	TP53BP2
6314	ATXN7	9463	PICK1
6318	SERPINB4	1520	CTSS
6319	SCD	1528	CYB5A
6320	CLEC11A	4254	KITLG
6324	SCN1B	288	ANK3
6329	SCN4A	6641	SNTB1
6329	SCN4A	6645	SNTB2
6329	SCN4A	6640	SNTA1
6331	SCN5A	6640	SNTA1
6334	SCN8A	2775	GNAO1
6337	SCNN1A	7329	UBE2I
6337	SCNN1A	4734	NEDD4
6338	SCNN1B	6337	SCNN1A
6338	SCNN1B	6340	SCNN1G
6338	SCNN1B	4734	NEDD4
6340	SCNN1G	4734	NEDD4
6342	SCP2	10449	ACAA2
6344	SCTR	5576	PRKAR2A
6344	SCTR	5578	PRKCA
6344	SCTR	6343	SCT
6346	CCL1	1237	CCR8
6347	CCL2	2532	DARC
6348	CCL3	1230	CCR1
6348	CCL3	1234	CCR5
6348	CCL3	6351	CCL4
6351	CCL4	1237	CCR8
6352	CCL5	2885	GRB2
6352	CCL5	2532	DARC
6352	CCL5	1462	VCAN
6352	CCL5	1230	CCR1
6352	CCL5	1234	CCR5
6352	CCL5	1238	CCBP2
6352	CCL5	51554	CCRL1
6352	CCL5	6382	SDC1
6352	CCL5	6385	SDC4
6355	CCL8	1462	VCAN
6355	CCL8	1230	CCR1
6355	CCL8	1234	CCR5
6355	CCL8	1238	CCBP2
6355	CCL8	51554	CCRL1
6358	CCL14	10212	DDX39
6361	CCL17	1237	CCR8
6362	CCL18	11161	C14orf1
6362	CCL18	7088	TLE1
6362	CCL18	1400	CRMP1
6362	CCL18	9094	UNC119
6364	CCL20	1235	CCR6
6366	CCL21	1462	VCAN
6366	CCL21	1236	CCR7
6367	CCL22	7412	VCAM1
6368	CCL23	1230	CCR1
6373	CXCL11	2833	CXCR3
6374	CXCL5	3579	IL8RB
6374	CXCL5	3577	IL8RA
6375	XCL1	1462	VCAN
6375	XCL1	2829	XCR1
6382	SDC1	1511	CTSG
6382	SDC1	1991	ELA2
6382	SDC1	6386	SDCBP
6382	SDC1	3082	HGF
6383	SDC2	462	SERPINC1
6383	SDC2	2335	FN1
6383	SDC2	5068	REG3A
6383	SDC2	5196	PF4
6383	SDC2	8573	CASK
6383	SDC2	6386	SDCBP
6385	SDC4	10755	GIPC1
6386	SDCBP	23705	CADM1
6386	SDCBP	8408	ULK1
6386	SDCBP	5868	RAB5A
6387	CXCL12	4313	MMP2
6396	SEC13	54521	WDR44
6396	SEC13	89866	SEC16B
6398	SECTM1	924	CD7
6399	TRAPPC2	1192	CLIC1
6399	TRAPPC2	1193	CLIC2
6402	SELL	6401	SELE
6402	SELL	920	CD4
6402	SELL	6404	SELPLG
6402	SELL	51705	EMCN
6402	SELL	5420	PODXL
6402	SELL	3075	CFH
6402	SELL	2885	GRB2
6402	SELL	4589	MUC7
6403	SELP	8907	AP1M1
6404	SELPLG	6401	SELE
6404	SELPLG	4478	MSN
6405	SEMA3F	8828	NRP2
6406	SEMG1	6407	SEMG2
6407	SEMG2	5104	SERPINA5
6416	MAP2K4	2318	FLNC
6416	MAP2K4	1432	MAPK14
6416	MAP2K4	7786	MAP3K12
6416	MAP2K4	23162	MAPK8IP3
6416	MAP2K4	10746	MAP3K2
6418	SET	1026	CDKN1A
6418	SET	3001	GZMA
6418	SET	3148	HMGB2
6418	SET	8290	HIST3H3
6418	SET	9015	TAF1A
6418	SET	26040	SETBP1
6418	SET	80764	THAP7
6418	SET	8851	CDK5R1
6421	SFPQ	25942	SIN3A
6422	SFRP1	54361	WNT4
6423	SFRP2	54361	WNT4
6426	SFRS1	7307	U2AF1
6426	SFRS1	8233	ZRSR2
6426	SFRS1	9169	SFRS2IP
6426	SFRS1	6733	SRPK2
6426	SFRS1	8487	SIP1
6426	SFRS1	11168	PSIP1
6426	SFRS1	91746	YTHDC1
6426	SFRS1	1195	CLK1
6426	SFRS1	11338	U2AF2
6426	SFRS1	9128	PRPF4
6426	SFRS1	6625	SNRNP70
6426	SFRS1	4800	NFYA
6427	SFRS2	6625	SNRNP70
6427	SFRS2	7307	U2AF1
6427	SFRS2	8233	ZRSR2
6427	SFRS2	57018	CCNL1
6427	SFRS2	9169	SFRS2IP
6427	SFRS2	140890	SFRS12
6427	SFRS2	91746	YTHDC1
6427	SFRS2	8487	SIP1
6427	SFRS2	11033	ADAP1
6428	SFRS3	3190	HNRNPK
6428	SFRS3	8487	SIP1
6428	SFRS3	9169	SFRS2IP
6428	SFRS3	118460	EXOSC6
6428	SFRS3	140890	SFRS12
6429	SFRS4	6431	SFRS6
6429	SFRS4	9001	HAP1
6432	SFRS7	8446	DUSP11
6432	SFRS7	23097	CDC2L6
6432	SFRS7	10482	NXF1
6434	SFRS10	5940	RBMY1A1
6434	SFRS10	8683	SFRS9
6441	SFTPD	4239	MFAP4
6441	SFTPD	1634	DCN
6442	SGCA	6443	SGCB
6444	SGCD	6442	SGCA
6444	SGCD	6445	SGCG
6445	SGCG	8082	SSPN
6447	SCG5	56893	UBQLN4
6449	SGTA	2660	MSTN
6452	SH3BP2	7535	ZAP70
6452	SH3BP2	2885	GRB2
6452	SH3BP2	5335	PLCG1
6452	SH3BP2	27040	LAT
6452	SH3BP2	7409	VAV1
6453	ITSN1	55052	MRPL20
6453	ITSN1	27131	SNX5
6453	ITSN1	3798	KIF5A
6453	ITSN1	9094	UNC119
6453	ITSN1	6616	SNAP25
6453	ITSN1	8773	SNAP23
6453	ITSN1	2048	EPHB2
6455	SH3GL1	63898	SH2D4A
6455	SH3GL1	1759	DNM1
6456	SH3GL2	83737	ITCH
6456	SH3GL2	274	BIN1
6457	SH3GL3	1759	DNM1
6457	SH3GL3	10015	PDCD6IP
6457	SH3GL3	6456	SH3GL2
6457	SH3GL3	83638	C11orf68
6457	SH3GL3	28966	SNX24
6461	SHB	1398	CRK
6461	SHB	3791	KDR
6461	SHB	3560	IL2RB
6461	SHB	3561	IL2RG
6461	SHB	3716	JAK1
6461	SHB	3718	JAK3
6461	SHB	27040	LAT
6461	SHB	5335	PLCG1
6461	SHB	3937	LCP2
6461	SHB	7535	ZAP70
6461	SHB	7409	VAV1
6461	SHB	2885	GRB2
6462	SHBG	2	A2M
6462	SHBG	59	ACTA2
6462	SHBG	8665	EIF3F
6462	SHBG	5355	PLP2
6462	SHBG	11034	DSTN
6462	SHBG	10211	FLOT1
6462	SHBG	57126	CD177
6462	SHBG	23557	SNAPIN
6462	SHBG	72	ACTG2
6462	SHBG	9526	MPDU1
6462	SHBG	80149	ZC3H12A
6462	SHBG	4502	MT2A
6462	SHBG	55	ACPP
6462	SHBG	7337	UBE3A
6462	SHBG	60	ACTB
6462	SHBG	2316	FLNA
6462	SHBG	160	AP2A1
6462	SHBG	4495	MT1G
6462	SHBG	1915	EEF1A1
6462	SHBG	162	AP1B1
6462	SHBG	84688	C9orf24
6462	SHBG	27350	APOBEC3C
6462	SHBG	1509	CTSD
6462	SHBG	327	APEH
6462	SHBG	9622	KLK4
6462	SHBG	9050	PSTPIP2
6462	SHBG	204	AK2
6462	SHBG	498	ATP5A1
6462	SHBG	5730	PTGDS
6462	SHBG	4494	MT1F
6462	SHBG	339201	C17orf65
6462	SHBG	6405	SEMA3F
6462	SHBG	8681	JMJD7-PLA2G4B
6462	SHBG	5315	PKM2
6462	SHBG	6652	SORD
6462	SHBG	8653	DDX3Y
6462	SHBG	10608	MXD4
6462	SHBG	1364	CLDN4
6462	SHBG	64777	RMND5B
6462	SHBG	63893	UBE2O
6462	SHBG	6717	SRI
6462	SHBG	84248	FYTTD1
6462	SHBG	1278	COL1A2
6462	SHBG	54020	SLC37A1
6462	SHBG	55125	CEP192
6462	SHBG	27440	CECR5
6462	SHBG	23420	NOMO1
6462	SHBG	1674	DES
6464	SHC1	4869	NPM1
6464	SHC1	867	CBL
6464	SHC1	5525	PPP2R5A
6464	SHC1	1399	CRKL
6464	SHC1	9402	GRAP2
6464	SHC1	79801	SHCBP1
6464	SHC1	1796	DOK1
6464	SHC1	5359	PLSCR1
6464	SHC1	4035	LRP1
6464	SHC1	1003	CDH5
6464	SHC1	933	CD22
6464	SHC1	3691	ITGB4
6464	SHC1	1969	EPHA2
6464	SHC1	5335	PLCG1
6464	SHC1	1441	CSF3R
6464	SHC1	5580	PRKCD
6464	SHC1	9846	GAB2
6464	SHC1	55824	PAG1
6464	SHC1	2057	EPOR
6464	SHC1	10451	VAV3
6464	SHC1	4915	NTRK2
6464	SHC1	2099	ESR1
6464	SHC1	3875	KRT18
6464	SHC1	10241	CALCOCO2
6470	SHMT1	1460	CSNK2B
6470	SHMT1	5292	PIM1
6472	SHMT2	1460	CSNK2B
6477	SIAH1	6855	SYP
6477	SIAH1	5450	POU2AF1
6477	SIAH1	573	BAG1
6477	SIAH1	3835	KIF22
6477	SIAH1	8669	EIF3J
6477	SIAH1	8650	NUMB
6477	SIAH1	27125	AFF4
6477	SIAH1	10656	KHDRBS3
6477	SIAH1	7321	UBE2D1
6477	SIAH1	5932	RBBP8
6478	SIAH2	5450	POU2AF1
6487	ST3GAL3	71	ACTG1
6487	ST3GAL3	10066	SCAMP2
6487	ST3GAL3	9925	ZBTB5
6487	ST3GAL3	6132	RPL8
6492	SIM1	405	ARNT
6493	SIM2	405	ARNT
6495	SIX1	166	AES
6496	SIX3	166	AES
6496	SIX3	7090	TLE3
6497	SKI	28996	HIPK2
6497	SKI	4784	NFIX
6497	SKI	6498	SKIL
6498	SKIL	2335	FN1
6498	SKIL	5792	PTPRF
6498	SKIL	2547	XRCC6
6498	SKIL	26508	HEYL
6498	SKIL	23499	MACF1
6498	SKIL	5069	PAPPA
6498	SKIL	3887	KRT81
6498	SKIL	2804	GOLGB1
6498	SKIL	1982	EIF4G2
6498	SKIL	22907	DHX30
6498	SKIL	79710	MORC4
6498	SKIL	10973	ASCC3
6498	SKIL	9205	ZMYM5
6498	SKIL	2752	GLUL
6498	SKIL	9611	NCOR1
6498	SKIL	55223	TRIM62
6498	SKIL	79842	ZBTB3
6498	SKIL	8404	SPARCL1
6498	SKIL	9784	SNX17
6498	SKIL	204851	HIPK1
6498	SKIL	60314	C12orf10
6498	SKIL	1937	EEF1G
6498	SKIL	5701	PSMC2
6498	SKIL	4811	NID1
6498	SKIL	51567	TTRAP
6498	SKIL	64397	ZFP106
6498	SKIL	29920	PYCR2
6498	SKIL	113026	PLCD3
6498	SKIL	9612	NCOR2
6498	SKIL	23462	HEY1
6498	SKIL	1284	COL4A2
6498	SKIL	7750	ZMYM2
6498	SKIL	8554	PIAS1
6498	SKIL	10401	PIAS3
6498	SKIL	51588	PIAS4
6498	SKIL	26525	IL1F5
6498	SKIL	4035	LRP1
6498	SKIL	22906	TRAK1
6498	SKIL	51523	CXXC5
6498	SKIL	2192	FBLN1
6498	SKIL	10773	ZBTB6
6498	SKIL	79987	SVEP1
6498	SKIL	5493	PPL
6498	SKIL	8458	TTF2
6498	SKIL	7329	UBE2I
6498	SKIL	11124	FAF1
6498	SKIL	6996	TDG
6498	SKIL	9869	SETDB1
6498	SKIL	25987	TSKU
6498	SKIL	6731	SRP72
6498	SKIL	51720	UIMC1
6498	SKIL	29761	USP25
6498	SKIL	8535	CBX4
6498	SKIL	23140	ZZEF1
6498	SKIL	7980	TFPI2
6498	SKIL	79586	CHPF
6498	SKIL	22795	NID2
6498	SKIL	6625	SNRNP70
6498	SKIL	5671	PSG3
6498	SKIL	51343	FZR1
6499	SKIV2L	6628	SNRPB
6500	SKP1	114907	FBXO32
6500	SKP1	83461	CDCA3
6500	SKP1	4794	NFKBIE
6500	SKP1	4793	NFKBIB
6500	SKP1	11269	DDX19B
6502	SKP2	5925	RB1
6502	SKP2	1017	CDK2
6502	SKP2	1869	E2F1
6502	SKP2	4605	MYBL2
6502	SKP2	6929	TCF3
6503	SLA	6850	SYK
6503	SLA	7535	ZAP70
6503	SLA	27040	LAT
6503	SLA	7409	VAV1
6503	SLA	1969	EPHA2
6505	SLC1A1	10550	ARL6IP5
6505	SLC1A1	5578	PRKCA
6508	SLC4A3	286	ANK1
6508	SLC4A3	762	CA4
6510	SLC1A5	79735	TBC1D17
6513	SLC2A1	821	CANX
6513	SLC2A1	10755	GIPC1
6513	SLC2A1	2597	GAPDH
6513	SLC2A1	10980	COPS6
6513	SLC2A1	2185	PTK2B
6514	SLC2A2	3651	PDX1
6514	SLC2A2	3838	KPNA2
6520	SLC3A2	23657	SLC7A11
6521	SLC4A1	762	CA4
6521	SLC4A1	821	CANX
6521	SLC4A1	22950	SLC4A1AP
6521	SLC4A1	760	CA2
6521	SLC4A1	6005	RHAG
6521	SLC4A1	2035	EPB41
6523	SLC5A1	3303	HSPA1A
6529	SLC6A1	6804	STX1A
6531	SLC6A3	10399	GNB2L1
6531	SLC6A3	6804	STX1A
6546	SLC8A1	859	CAV3
6548	SLC9A1	11261	CHP
6549	SLC9A2	11261	CHP
6549	SLC9A2	6714	SRC
6549	SLC9A2	5921	RASA1
6549	SLC9A2	6708	SPTA1
6549	SLC9A2	25	ABL1
6550	SLC9A3	11261	CHP
6550	SLC9A3	9351	SLC9A3R2
6559	SLC12A3	65266	WNK4
6559	SLC12A3	2923	PDIA3
6580	SLC22A1	29956	LASS2
6582	SLC22A2	5450	POU2AF1
6586	SLIT3	6092	ROBO2
6588	SLN	487	ATP2A1
6590	SLPI	1991	ELA2
6590	SLPI	5645	PRSS2
6590	SLPI	5359	PLSCR1
6590	SLPI	2896	GRN
6595	SMARCA2	2908	NR3C1
6595	SMARCA2	6760	SS18
6595	SMARCA2	2099	ESR1
6595	SMARCA2	86	ACTL6A
6595	SMARCA2	51412	ACTL6B
6597	SMARCA4	2099	ESR1
6597	SMARCA4	3297	HSF1
6597	SMARCA4	51678	MPP6
6597	SMARCA4	1499	CTNNB1
6597	SMARCA4	6773	STAT2
6598	SMARCB1	4609	MYC
6598	SMARCB1	7514	XPO1
6598	SMARCB1	5501	PPP1CC
6602	SMARCD1	10241	CALCOCO2
6602	SMARCD1	11007	CCDC85B
6605	SMARCE1	2100	ESR2
6605	SMARCE1	2099	ESR1
6606	SMN1	596	BCL2
6606	SMN1	8161	COIL
6606	SMN1	1660	DHX9
6606	SMN1	10236	HNRNPR
6606	SMN1	26578	OSTF1
6606	SMN1	79760	GEMIN7
6606	SMN1	10492	SYNCRIP
6606	SMN1	55791	C1orf103
6606	SMN1	8880	FUBP1
6606	SMN1	6633	SNRPD2
6606	SMN1	6632	SNRPD1
6606	SMN1	55093	WDYHV1
6607	SMN2	6629	SNRPB2
6607	SMN2	6636	SNRPF
6607	SMN2	6637	SNRPG
6607	SMN2	6628	SNRPB
6607	SMN2	8487	SIP1
6607	SMN2	11218	DDX20
6612	SUMO3	10054	UBA2
6612	SUMO3	5905	RANGAP1
6613	SUMO2	6996	TDG
6613	SUMO2	7329	UBE2I
6613	SUMO2	9759	HDAC4
6613	SUMO2	84232	MAF1
6613	SUMO2	26168	SENP3
6614	SIGLEC1	7143	TNR
6614	SIGLEC1	6693	SPN
6616	SNAP25	23557	SNAPIN
6616	SNAP25	9146	HGS
6616	SNAP25	29091	STXBP6
6616	SNAP25	143425	SYT9
6616	SNAP25	8676	STX11
6616	SNAP25	6812	STXBP1
6616	SNAP25	6810	STX4
6616	SNAP25	112476	PRRT2
6616	SNAP25	2054	STX2
6617	SNAPC1	6621	SNAPC4
6618	SNAPC2	6908	TBP
6620	SNCB	6622	SNCA
6622	SNCA	4131	MAP1B
6622	SNCA	572	BAD
6622	SNCA	5594	MAPK1
6623	SNCG	5595	MAPK3
6623	SNCG	5594	MAPK1
6623	SNCG	5599	MAPK8
6624	FSCN1	70	ACTC1
6624	FSCN1	58	ACTA1
6625	SNRNP70	6631	SNRPC
6625	SNRNP70	9169	SFRS2IP
6625	SNRNP70	6732	SRPK1
6625	SNRNP70	9150	CTDP1
6625	SNRNP70	11051	NUDT21
6626	SNRPA	10914	PAPOLA
6628	SNRPB	11218	DDX20
6628	SNRPB	8161	COIL
6632	SNRPD1	11218	DDX20
6632	SNRPD1	10419	PRMT5
6633	SNRPD2	11218	DDX20
6634	SNRPD3	11218	DDX20
6634	SNRPD3	10419	PRMT5
6635	SNRPE	11218	DDX20
6636	SNRPF	6637	SNRPG
6636	SNRPF	11218	DDX20
6637	SNRPG	11218	DDX20
6637	SNRPG	6867	TACC1
6637	SNRPG	115265	DDIT4L
6637	SNRPG	2661	GDF9
6637	SNRPG	11161	C14orf1
6637	SNRPG	10980	COPS6
6637	SNRPG	1400	CRMP1
6637	SNRPG	57562	KIAA1377
6637	SNRPG	7088	TLE1
6638	SNRPN	55791	C1orf103
6640	SNTA1	2885	GRB2
6640	SNTA1	801	CALM1
6640	SNTA1	4842	NOS1
6640	SNTA1	1756	DMD
6640	SNTA1	1837	DTNA
6640	SNTA1	2744	GLS
6640	SNTA1	27165	GLS2
6640	SNTA1	7402	UTRN
6640	SNTA1	112950	MED8
6641	SNTB1	6331	SCN5A
6641	SNTB1	6300	MAPK12
6641	SNTB1	7402	UTRN
6642	SNX1	1956	EGFR
6642	SNX1	3643	INSR
6642	SNX1	5159	PDGFRB
6642	SNX1	3953	LEPR
6642	SNX1	91	ACVR1B
6642	SNX1	93	ACVR2B
6642	SNX1	6643	SNX2
6642	SNX1	9146	HGS
6642	SNX1	55737	VPS35
6643	SNX2	1956	EGFR
6643	SNX2	3643	INSR
6643	SNX2	5156	PDGFRA
6643	SNX2	3953	LEPR
6643	SNX2	8723	SNX4
6645	SNTB2	1837	DTNA
6645	SNTB2	6331	SCN5A
6645	SNTB2	23139	MAST2
6645	SNTB2	22983	MAST1
6648	SOD2	57670	KIAA1549
6651	SON	7205	TRIP6
6654	SOS1	529	ATP6V1E1
6654	SOS1	4582	MUC1
6654	SOS1	2064	ERBB2
6654	SOS1	1399	CRKL
6654	SOS1	10818	FRS2
6654	SOS1	2065	ERBB3
6654	SOS1	6453	ITSN1
6654	SOS1	10750	GRAP
6654	SOS1	8440	NCK2
6654	SOS1	30011	SH3KBP1
6654	SOS1	6464	SHC1
6654	SOS1	1956	EGFR
6654	SOS1	10006	ABI1
6654	SOS1	3055	HCK
6655	SOS2	3265	HRAS
6655	SOS2	6464	SHC1
6655	SOS2	1956	EGFR
6655	SOS2	25	ABL1
6657	SOX2	5451	POU2F1
6659	SOX4	6386	SDCBP
6662	SOX9	3303	HSPA1A
6662	SOX9	2516	NR5A1
6662	SOX9	7186	TRAF2
6662	SOX9	4094	MAF
6667	SP1	4800	NFYA
6667	SP1	2100	ESR2
6667	SP1	4846	NOS3
6667	SP1	1316	KLF6
6667	SP1	2551	GABPA
6667	SP1	4087	SMAD2
6667	SP1	367	AR
6667	SP1	1051	CEBPB
6667	SP1	26574	AATF
6667	SP1	3065	HDAC1
6667	SP1	3066	HDAC2
6667	SP1	5928	RBBP4
6667	SP1	5970	RELA
6667	SP1	5966	REL
6667	SP1	5813	PURA
6667	SP1	6886	TAL1
6667	SP1	4088	SMAD3
6667	SP1	4209	MEF2D
6667	SP1	6874	TAF4
6670	SP3	5925	RB1
6670	SP3	6667	SP1
6670	SP3	2551	GABPA
6670	SP3	51341	ZBTB7A
6670	SP3	3066	HDAC2
6670	SP3	5928	RBBP4
6670	SP3	3065	HDAC1
6670	SP3	8554	PIAS1
6671	SP4	51341	ZBTB7A
6671	SP4	6667	SP1
6676	SPAG4	4956	ODF1
6678	SPARC	1305	COL13A1
6678	SPARC	5154	PDGFA
6678	SPARC	7040	TGFB1
6678	SPARC	7052	TGM2
6678	SPARC	7422	VEGFA
6687	SPG7	83755	KRTAP4-12
6687	SPG7	22913	RALY
6687	SPG7	55791	C1orf103
6688	SPI1	2623	GATA1
6688	SPI1	1050	CEBPA
6688	SPI1	1390	CREM
6688	SPI1	466	ATF1
6688	SPI1	2624	GATA2
6688	SPI1	2521	FUS
6688	SPI1	4286	MITF
6689	SPIB	5595	MAPK3
6689	SPIB	5599	MAPK8
6689	SPIB	6908	TBP
6689	SPIB	6688	SPI1
6689	SPIB	3725	JUN
6692	SPINT1	3083	HGFAC
6693	SPN	3956	LGALS1
6696	SPP1	56259	CTNNBL1
6708	SPTA1	2176	FANCC
6708	SPTA1	118	ADD1
6709	SPTAN1	26136	TES
6709	SPTAN1	51466	EVL
6709	SPTAN1	1495	CTNNA1
6709	SPTAN1	2035	EPB41
6709	SPTAN1	4747	NEFL
6709	SPTAN1	5579	PRKCB
6709	SPTAN1	2038	EPB42
6709	SPTAN1	2037	EPB41L2
6709	SPTAN1	286	ANK1
6709	SPTAN1	6549	SLC9A2
6709	SPTAN1	50944	SHANK1
6709	SPTAN1	2891	GRIA2
6709	SPTAN1	1674	DES
6710	SPTB	118	ADD1
6710	SPTB	2035	EPB41
6710	SPTB	4137	MAPT
6710	SPTB	164	AP1G1
6711	SPTBN1	10121	ACTR1A
6711	SPTBN1	4771	NF2
6711	SPTBN1	60561	RINT1
6712	SPTBN2	1639	DCTN1
6712	SPTBN2	10121	ACTR1A
6712	SPTBN2	1951	CELSR3
6714	SRC	2113	ETS1
6714	SRC	2114	ETS2
6714	SRC	64866	CDCP1
6714	SRC	2705	GJB1
6714	SRC	6004	RGS16
6714	SRC	6774	STAT3
6714	SRC	2885	GRB2
6714	SRC	356	FASLG
6714	SRC	2048	EPHB2
6714	SRC	9019	MPZL1
6714	SRC	6722	SRF
6714	SRC	4536	ND2
6714	SRC	51466	EVL
6714	SRC	22920	KIFAP3
6714	SRC	6772	STAT1
6714	SRC	6850	SYK
6714	SRC	7205	TRIP6
6714	SRC	7454	WAS
6714	SRC	7189	TRAF6
6714	SRC	6776	STAT5A
6714	SRC	2100	ESR2
6714	SRC	2099	ESR1
6714	SRC	27043	PELP1
6714	SRC	7225	TRPC6
6714	SRC	5148	PDE6G
6714	SRC	2887	GRB10
6714	SRC	11099	PTPN21
6714	SRC	4035	LRP1
6714	SRC	139716	GAB3
6714	SRC	1605	DAG1
6714	SRC	8631	SKAP1
6714	SRC	5175	PECAM1
6714	SRC	1147	CHUK
6714	SRC	3551	IKBKB
6714	SRC	8517	IKBKG
6717	SRI	775	CACNA1C
6717	SRI	779	CACNA1S
6717	SRI	310	ANXA7
6717	SRI	311	ANXA11
6717	SRI	6262	RYR2
6720	SREBF1	3399	ID3
6720	SREBF1	117581	TWIST2
6720	SREBF1	7329	UBE2I
6720	SREBF1	6667	SP1
6720	SREBF1	190	NR0B1
6721	SREBF2	7329	UBE2I
6721	SREBF2	836	CASP3
6722	SRF	9457	FHL5
6722	SRF	2274	FHL2
6722	SRF	2275	FHL3
6722	SRF	2273	FHL1
6722	SRF	1387	CREBBP
6722	SRF	6749	SSRP1
6722	SRF	5970	RELA
6722	SRF	4824	NKX3-1
6722	SRF	4656	MYOG
6727	SRP14	55968	NSFL1C
6728	SRP19	3842	TNPO1
6728	SRP19	10527	IPO7
6728	SRP19	10526	IPO8
6730	SRP68	6731	SRP72
6732	SRPK1	5619	PRM1
6732	SRPK1	7532	YWHAG
6733	SRPK2	11338	U2AF2
6736	SRY	7757	ZNF208
6736	SRY	4088	SMAD3
6741	SSB	4691	NCL
6745	SSR1	1736	DKC1
6745	SSR1	10813	UTP14A
6745	SSR1	5764	PTN
6746	SSR2	6734	SRPR
6748	SSR4	23072	HECW1
6749	SSRP1	91754	NEK9
6751	SSTR1	1325	CORT
6751	SSTR1	6750	SST
6751	SSTR1	6755	SSTR5
6752	SSTR2	2770	GNAI1
6752	SSTR2	5777	PTPN6
6752	SSTR2	22941	SHANK2
6752	SSTR2	6750	SST
6752	SSTR2	1325	CORT
6753	SSTR3	2770	GNAI1
6753	SSTR3	6750	SST
6753	SSTR3	1325	CORT
6753	SSTR3	7157	TP53
6754	SSTR4	1325	CORT
6755	SSTR5	1325	CORT
6757	SSX2	117177	RAB3IP
6757	SSX2	117178	SSX2IP
6760	SS18	2033	EP300
6760	SS18	8028	MLLT10
6767	ST13	3303	HSPA1A
6768	ST14	6692	SPINT1
6770	STAR	54535	CCHCR1
6772	STAT1	7329	UBE2I
6772	STAT1	9466	IL27RA
6772	STAT1	7132	TNFRSF1A
6772	STAT1	5580	PRKCD
6772	STAT1	3659	IRF1
6774	STAT3	3065	HDAC1
6774	STAT3	3066	HDAC2
6774	STAT3	8841	HDAC3
6774	STAT3	6772	STAT1
6774	STAT3	3953	LEPR
6774	STAT3	3932	LCK
6774	STAT3	1026	CDKN1A
6774	STAT3	10401	PIAS3
6774	STAT3	4654	MYOD1
6774	STAT3	10524	KAT5
6774	STAT3	3556	IL1RAP
6774	STAT3	55250	ELP2
6775	STAT4	3595	IL12RB2
6775	STAT4	9063	PIAS2
6776	STAT5A	56952	PRTFDC1
6776	STAT5A	3717	JAK2
6777	STAT5B	3717	JAK2
6777	STAT5B	2908	NR3C1
6778	STAT6	27044	SND1
6778	STAT6	8648	NCOA1
6778	STAT6	1387	CREBBP
6778	STAT6	2033	EP300
6779	STATH	5016	OVGP1
6780	STAU1	998	CDC42
6780	STAU1	4137	MAPT
6780	STAU1	4691	NCL
6780	STAU1	6130	RPL7A
6780	STAU1	2332	FMR1
6780	STAU1	6194	RPS6
6780	STAU1	6175	RPLP0
6780	STAU1	203068	TUBB
6783	SULT1E1	55068	ENOX1
6783	SULT1E1	6820	SULT2B1
6783	SULT1E1	11161	C14orf1
6783	SULT1E1	10980	COPS6
6783	SULT1E1	84060	C7orf64
6783	SULT1E1	55791	C1orf103
6783	SULT1E1	9094	UNC119
6786	STIM1	57620	STIM2
6788	STK3	60485	SAV1
6788	STK3	26524	LATS2
6789	STK4	9113	LATS1
6789	STK4	7157	TP53
6790	AURKA	55743	CHFR
6790	AURKA	672	BRCA1
6790	AURKA	51199	NIN
6790	AURKA	7334	UBE2N
6790	AURKA	53615	MBD3
6790	AURKA	4830	NME1
6794	STK11	5563	PRKAA2
6794	STK11	7157	TP53
6794	STK11	114790	STK11IP
6794	STK11	6597	SMARCA4
6794	STK11	11140	CDC37
6794	STK11	25843	MOBKL3
