DR	DRs	X	X.1	X.2	new
HCG4	HCG4	    54435.2	    54435.4	7.130775e-01	0.362164615131452
ICA1	ICA1	     3382.2	     3382.4	2.840266e-01	0.14425414387089
SLC25A2	SLC25A2	    83884.2	    83884.4	2.193117e-01	0.11138612201945
DLEC1	DLEC1	     9940.2	     9940.4	9.292144e-01	0.471938289387343
UQCRFS1	UQCRFS1	     7386.2	     7386.4	9.140458e-01	0.46423431586261
MEPCE	MEPCE	    56257.2	    56257.4	2.315625e-01	0.117608175396611
PRKAB2	PRKAB2	     5565.2	     5565.4	2.841591e-01	0.144321439237109
TRIM15	TRIM15	    89870.2	    89870.4	5.934726e-01	0.301418535530938
ABCC1	ABCC1	     4363.2	     4363.4	9.268596e-01	0.470742311060006
ZBTB9	ZBTB9	   221504.2	   221504.4	6.627022e-01	0.336579526362515
ARHGEF10	ARHGEF10	     9639.2	     9639.4	8.594994e-01	0.436530768965104
RBM8A	RBM8A	     9939.2	     9939.4	2.901456e-01	0.14736192006631
MFAP2	MFAP2	     4237.2	     4237.4	6.893708e-01	0.350124229785488
RXRB	RXRB	     6257.2	     6257.4	7.363190e-01	0.373968730255793
PPP1R3F	PPP1R3F	    89801.2	    89801.4	9.172992e-01	0.4658866837453
SERPINB1	SERPINB1	     1992.2	     1992.4	7.207711e-01	0.36607211422233
FRMD1	FRMD1	    79981.2	    79981.4	6.551296e-01	0.332733481907958
PSAP	PSAP	     5660.2	     5660.4	0.000000e+00	0
PNPLA6	PNPLA6	    10908.2	    10908.4	1.832820e-01	0.0930870136703553
PRPF38B	PRPF38B	    55119.2	    55119.4	1.083092e-01	0.0550091115386413
SLC44A4	SLC44A4	    80736.2	    80736.4	4.352832e-01	0.221075791342718
PRB1	PRB1	     5542.2	     5542.4	7.264158e-02	0.0368938998401164
ATG4D	ATG4D	    84971.2	    84971.4	6.420081e-01	0.326069209094067
FAM126A	FAM126A	    84668.2	    84668.4	7.216390e-01	0.366512911568302
BRCA2	BRCA2	      675.2	      675.4	6.483622e-01	0.329296390124189
ALPK2	ALPK2	   115701.2	   115701.4	5.087541e-01	0.258390894149722
TSPYL5	TSPYL5	    85453.2	    85453.4	6.047717e-01	0.307157230417302
AP2B1	AP2B1	      163.2	      163.4	9.367426e-02	0.0475761783545597
LONP1	LONP1	     9361.2	     9361.4	3.543399e-01	0.179965534614705
TP53I13	TP53I13	    90313.2	    90313.4	7.578642e-01	0.384911312325667
LRRC47	LRRC47	    57470.2	    57470.4	6.397936e-01	0.324944487671489
SNX4	SNX4	     8723.2	     8723.4	2.927222e-01	0.148670548297249
FGFRL1	FGFRL1	    53834.2	    53834.4	3.065135e-01	0.155675005535996
EVI5L	EVI5L	   115704.2	   115704.4	6.667164e-01	0.33861829661969
NELL2	NELL2	     4753.2	     4753.4	6.905000e-01	0.350697738672539
USP4	USP4	     7375.2	     7375.4	3.815062e-01	0.193763014669882
CHCHD3	CHCHD3	    54927.2	    54927.4	4.542218e-01	0.230694508494961
MORN1	MORN1	    79906.2	    79906.4	7.983899e-01	0.405493892120195
FOXN2	FOXN2	     3344.2	     3344.4	7.374553e-01	0.374545845158695
SNX7	SNX7	    51375.2	    51375.4	8.575674e-01	0.4355495263422
TGIF1	TGIF1	     7050.2	     7050.4	8.346698e-01	0.423920074436293
SENP2	SENP2	    59343.2	    59343.4	4.987490e-01	0.253309408349298
UHRF1	UHRF1	    29128.2	    29128.4	5.719042e-01	0.290464170423356
CROT	CROT	    54677.2	    54677.4	1.644400e-01	0.0835173586492576
MGRN1	MGRN1	    23295.2	    23295.4	3.483391e-01	0.176917790964848
SLC35B4	SLC35B4	    84912.2	    84912.4	5.039857e-01	0.255969073589134
EPS8	EPS8	     2059.2	     2059.4	6.794651e-01	0.345093228206967
TSNARE1	TSNARE1	   203062.2	   203062.4	9.435215e-01	0.479204716059265
KNDC1	KNDC1	    85442.2	    85442.4	1.607654e+00	0.816510676854254
ATP11A	ATP11A	    23250.2	    23250.4	7.304116e-01	0.370968423490502
CTU2	CTU2	   348180.2	   348180.4	3.129354e-01	0.15893662147804
TAF8	TAF8	   129685.2	   129685.4	8.965481e-01	0.455347416772138
RALYL	RALYL	   138046.2	   138046.4	7.132647e-01	0.362259692056404
HEYL	HEYL	    26508.2	    26508.4	9.974784e-01	0.506608862063291
RHOG	RHOG	      391.2	      391.4	3.577393e-01	0.181692054372624
UGP2	UGP2	     7360.2	     7360.4	4.592457e-01	0.233246094837201
FDPS	FDPS	     2224.2	     2224.4	1.780885e-01	0.0904492892593548
CNIH3	CNIH3	   149111.2	   149111.4	9.265863e-01	0.470603504844251
ACTA1	ACTA1	       58.2	       58.4	5.111250e-01	0.259595049498916
SAMD1	SAMD1	    90378.2	    90378.4	1.834881e-01	0.0931916897079229
ZBTB46	ZBTB46	   140685.2	   140685.4	7.617091e-01	0.386864096880949
SRD5A1P1	SRD5A1P1	     6719.2	     6719.4	3.275613e-02	0.0166364963340532
PQLC1	PQLC1	    80148.2	    80148.4	5.274373e-01	0.267879896309268
RUNX3	RUNX3	      864.2	      864.4	1.163352e-01	0.0590854331180559
TTYH3	TTYH3	    80727.2	    80727.4	2.745429e-01	0.139437471685157
CBFA2T3	CBFA2T3	      863.2	      863.4	5.526950e-01	0.28070801835716
PTPRN2	PTPRN2	     5799.2	     5799.4	7.973577e-01	0.404969648520111
PUM1	PUM1	     9698.2	     9698.4	4.776498e-01	0.242593345021565
ARF1	ARF1	      375.2	      375.4	1.586742e-01	0.0805889690451473
HOXD8	HOXD8	     3234.2	     3234.4	1.155953e+00	0.587096456352987
MTG1	MTG1	    92170.2	    92170.4	2.976256e-01	0.151160933947947
WDR60	WDR60	    55112.2	    55112.4	1.298589e-01	0.0659539791115183
UBE2S	UBE2S	    27338.2	    27338.4	8.686343e-01	0.441170289273576
DEPDC7	DEPDC7	    91614.2	    91614.4	6.106428e-01	0.310139100791698
DAXX	DAXX	     1616.2	     1616.4	5.518472e-01	0.280277429591271
ABI2	ABI2	    10152.2	    10152.4	7.175715e-01	0.364447070797773
TTTY18	TTTY18	   252950.2	   252950.4	6.397717e-02	0.0324933364890204
C7orf50	C7orf50	    84310.2	    84310.4	2.269107e-01	0.115245574758295
PARM1	PARM1	    25849.2	    25849.4	1.043591e+00	0.530028970020295
HPCAL4	HPCAL4	    51440.2	    51440.4	2.602171e-01	0.132161547478532
NUP107	NUP107	    57122.2	    57122.4	2.978280e-01	0.151263730794156
GALP	GALP	    85569.2	    85569.4	5.504727e-01	0.279579335396042
ADCY9	ADCY9	      115.2	      115.4	1.110503e-01	0.0564012876016033
KIF26B	KIF26B	    55083.2	    55083.4	5.215093e-01	0.264869127019115
GRIN2A	GRIN2A	     2903.2	     2903.4	8.465217e-01	0.429939530669419
ARL6IP4	ARL6IP4	    51329.2	    51329.4	6.270267e-01	0.318460312494286
ATXN7	ATXN7	     6314.2	     6314.4	6.723300e-01	0.341469385433321
MOGS	MOGS	     7841.2	     7841.4	1.990849e-01	0.101113141540693
USP40	USP40	    55230.2	    55230.4	6.112913e-01	0.310468467169003
SLA2	SLA2	    84174.2	    84174.4	3.124488e-02	0.0158689482419911
C1orf54	C1orf54	    79630.2	    79630.4	1.074149e-01	0.0545549059083808
CCL1	CCL1	     6346.2	     6346.4	2.123303e-01	0.107840341870618
LZTS2	LZTS2	    84445.2	    84445.4	8.638700e-01	0.438750551060169
DGKQ	DGKQ	     1609.2	     1609.4	5.087541e-01	0.258390894149722
RBM45	RBM45	   129831.2	   129831.4	3.313738e-01	0.168301292274187
RRAD	RRAD	     6236.2	     6236.4	4.598521e-01	0.233554079064183
MAZ	MAZ	     4150.2	     4150.4	8.641854e-02	0.0438910739426247
EML6	EML6	   400954.2	   400954.4	1.021517e+00	0.518817815953014
CPNE7	CPNE7	    27132.2	    27132.4	1.039391e+00	0.527895833883547
RFX6	RFX6	   222546.2	   222546.4	6.599107e-01	0.335161752665912
PWP2	PWP2	     5822.2	     5822.4	4.361637e-02	0.02215229880971
SETBP1	SETBP1	    26040.2	    26040.4	3.879807e-01	0.197051345602591
PIK3CB	PIK3CB	     5291.2	     5291.4	3.673088e-01	0.186552303482294
NOTCH2NL	NOTCH2NL	   388677.2	   388677.4	2.473976e-01	0.125650657310664
TMEM101	TMEM101	    84336.2	    84336.4	5.772696e-01	0.293189201049097
PXDN	PXDN	     7837.2	     7837.4	4.552795e-01	0.231231703278732
FASLG	FASLG	      356.2	      356.4	1.710305e-01	0.086864604770505
SMCP	SMCP	     4184.2	     4184.4	2.064670e-01	0.104862433034762
LGI3	LGI3	   203190.2	   203190.4	9.668113e-01	0.491033362249179
GGN	GGN	   199720.2	   199720.4	7.238910e-01	0.367656678849244
CCL8	CCL8	     6355.2	     6355.4	3.420354e-01	0.173716207568367
FBXO31	FBXO31	    79791.2	    79791.4	7.618423e-01	0.386931747769857
EXOC4	EXOC4	    60412.2	    60412.4	3.627389e-01	0.184231298998645
CUTA	CUTA	    51596.2	    51596.4	3.088940e-01	0.156884036624932
TRAPPC3	TRAPPC3	    27095.2	    27095.4	8.322098e-01	0.422670666127627
SEMA6B	SEMA6B	    10501.2	    10501.4	4.874289e-01	0.247560047782249
CREBBP	CREBBP	     1387.2	     1387.4	3.251127e-01	0.165121344972808
ABCA3	ABCA3	       21.2	       21.4	8.598599e-01	0.436713863150175
SLC47A2	SLC47A2	   146802.2	   146802.4	2.135660e-01	0.108467940995423
TAX1BP1	TAX1BP1	     8887.2	     8887.4	1.433605e-01	0.072811300745785
SFXN4	SFXN4	   119559.2	   119559.4	1.604888e-01	0.0815105854341338
CCDC138	CCDC138	   165055.2	   165055.4	5.466677e-01	0.277646815634059
COL23A1	COL23A1	    91522.2	    91522.4	1.024941e+00	0.52055682979402
PHF23	PHF23	    79142.2	    79142.4	7.657649e-01	0.388923995343669
DLL4	DLL4	    54567.2	    54567.4	5.792403e-01	0.294190098997832
KLHL2	KLHL2	    11275.2	    11275.4	9.777010e-01	0.496564127151166
SLC25A12	SLC25A12	     8604.2	     8604.4	6.061371e-01	0.307850702817568
TANK	TANK	    10010.2	    10010.4	2.707814e-01	0.137527045118877
HOXA3	HOXA3	     3200.2	     3200.4	1.208284e+00	0.613674824727314
RPS27	RPS27	     6232.2	     6232.4	7.592868e-02	0.0385633836008557
LCN1	LCN1	     3933.2	     3933.4	5.665282e-01	0.287733756168319
PODNL1	PODNL1	    79883.2	    79883.4	2.478947e-01	0.125903129209135
NR0B1	NR0B1	      190.2	      190.4	8.265202e-01	0.419780977707712
SMOC2	SMOC2	    64094.2	    64094.4	1.013924e+00	0.514961410551507
EBF3	EBF3	   253738.2	   253738.4	7.904416e-01	0.40145703355931
MICAL3	MICAL3	    57553.2	    57553.4	5.355183e-01	0.271984151814283
MXRA8	MXRA8	    54587.2	    54587.4	6.671006e-01	0.338813427787247
TPO	TPO	     7173.2	     7173.4	1.343989e-01	0.0682597976974319
NDUFB10	NDUFB10	     4716.2	     4716.4	5.137636e-01	0.26093516688235
ARMCX1	ARMCX1	    51309.2	    51309.4	5.249827e-01	0.266633230604206
C15orf40	C15orf40	   123207.2	   123207.4	6.976845e-01	0.35434667119027
ARHGEF11	ARHGEF11	     9826.2	     9826.4	5.114858e-01	0.259778296050854
SLC6A16	SLC6A16	    28968.2	    28968.4	7.570966e-01	0.384521456302198
DLGAP1	DLGAP1	     9229.2	     9229.4	7.645605e-01	0.388312293161978
PTPN22	PTPN22	    26191.2	    26191.4	7.068364e-02	0.03589948256212
UNC5A	UNC5A	    90249.2	    90249.4	3.307358e-01	0.167977258737224
SYNE1	SYNE1	    23345.2	    23345.4	5.953371e-01	0.302365495608787
KLC2	KLC2	    64837.2	    64837.4	4.403997e-01	0.223674408257878
CD164	CD164	     8763.2	     8763.4	3.984123e-01	0.202349446298806
C1orf74	C1orf74	   148304.2	   148304.4	6.120274e-01	0.310842324671446
KCNK12	KCNK12	    56660.2	    56660.4	5.095054e-01	0.258772471573422
PARK7	PARK7	    11315.2	    11315.4	6.284454e-01	0.319180855407906
ANKH	ANKH	    56172.2	    56172.4	8.213246e-01	0.417142186728643
NR2C2	NR2C2	     7182.2	     7182.4	7.187098e-01	0.365025201479787
METTL13	METTL13	    51603.2	    51603.4	3.218485e-01	0.163463491882909
LASP1	LASP1	     3927.2	     3927.4	1.899263e-01	0.0964615842497354
PLEKHH3	PLEKHH3	    79990.2	    79990.4	6.210494e-01	0.315424504249004
AP1S1	AP1S1	     1174.2	     1174.4	6.636333e-01	0.33705242232845
NOXO1	NOXO1	   124056.2	   124056.4	8.568635e-02	0.0435192022883472
DOT1L	DOT1L	    84444.2	    84444.4	1.974763e-01	0.100296150400319
PEX1	PEX1	     5189.2	     5189.4	3.213848e-01	0.163227983495621
SGPP2	SGPP2	   130367.2	   130367.4	9.467721e-01	0.480855661851196
COG1	COG1	     9382.2	     9382.4	8.059217e-01	0.409319214680852
FGF3	FGF3	     2248.2	     2248.4	3.939170e-01	0.200066330376062
GNG4	GNG4	     2786.2	     2786.4	1.221928e+00	0.620604469834408
BTBD19	BTBD19	   149478.2	   149478.4	1.332886e-01	0.0676958879229958
VSX1	VSX1	    30813.2	    30813.4	3.462096e-01	0.175836240154561
KCNAB2	KCNAB2	     8514.2	     8514.4	3.084105e-01	0.156638472024427
WDR27	WDR27	   253769.2	   253769.4	3.983545e-01	0.202320090282448
FHL2	FHL2	     2274.2	     2274.4	6.255370e-01	0.317703709422164
COL12A1	COL12A1	     1303.2	     1303.4	1.046333e+00	0.531421603183858
EPHA7	EPHA7	     2045.2	     2045.4	3.381264e-01	0.171730867292522
POP5	POP5	    51367.2	    51367.4	2.616010e-01	0.13286441583559
KCTD1	KCTD1	   284252.2	   284252.4	9.378979e-01	0.47634854835007
WTIP	WTIP	   126374.2	   126374.4	5.973714e-01	0.303398695333308
KIAA0513	KIAA0513	     9764.2	     9764.4	6.475650e-01	0.328891500569852
CDH5	CDH5	     1003.2	     1003.4	6.411464e-01	0.325631560663344
ATP8A2	ATP8A2	    51761.2	    51761.4	4.321864e-01	0.219502958964555
C2CD4C	C2CD4C	   126567.2	   126567.4	4.785703e-01	0.243060857358202
NSMAF	NSMAF	     8439.2	     8439.4	5.864721e-01	0.297863054691579
RUNX1T1	RUNX1T1	      862.2	      862.4	7.860104e-01	0.39920647335713
SETD4	SETD4	    54093.2	    54093.4	1.125371e-01	0.0571564177940122
RBL1	RBL1	     5933.2	     5933.4	2.341587e-01	0.118926758262855
ARHGAP30	ARHGAP30	   257106.2	   257106.4	6.968316e-02	0.0353913492187643
PSMB9	PSMB9	     5698.2	     5698.4	6.737200e-01	0.342175351916674
RRP7A	RRP7A	    27341.2	    27341.4	6.626298e-01	0.336542755158634
PHF19	PHF19	    26147.2	    26147.4	1.045279e+00	0.530886287591446
SNTB2	SNTB2	     6645.2	     6645.4	7.574482e-01	0.384700030270218
PWWP2B	PWWP2B	   170394.2	   170394.4	9.220852e-01	0.46831744316208
PPP1R12B	PPP1R12B	     4660.2	     4660.4	5.389549e-03	0.002737295650637
PLOD3	PLOD3	     8985.2	     8985.4	1.513952e-01	0.0768920409643401
COL20A1	COL20A1	    57642.2	    57642.4	2.846491e-01	0.14457030511973
GNL3L	GNL3L	    54552.2	    54552.4	4.408794e-01	0.223918042878068
GPR149	GPR149	   344758.2	   344758.4	4.325148e-02	0.0219669749894867
SNRPA1	SNRPA1	     6627.2	     6627.4	2.664206e-01	0.135312240341464
PXDNL	PXDNL	   137902.2	   137902.4	3.465199e-01	0.175993838283902
PDE4B	PDE4B	     5142.2	     5142.4	7.952125e-01	0.403880123843789
LRP6	LRP6	     4040.2	     4040.4	6.236817e-01	0.316761421928233
CAPS2	CAPS2	    84698.2	    84698.4	6.437980e-01	0.326978280611011
MYO1D	MYO1D	     4642.2	     4642.4	1.117168e+00	0.56739795990923
CUL5	CUL5	     8065.2	     8065.4	1.327700e-01	0.0674324963990631
RNF219	RNF219	    79596.2	    79596.4	4.352821e-01	0.221075232664206
MIR526B	MIR526B	   574468.2	   574468.4	4.141863e-02	0.0210360896160964
BAHCC1	BAHCC1	    57597.2	    57597.4	6.732812e-01	0.341952489979339
PKD1L3	PKD1L3	   342372.2	   342372.4	5.627696e-01	0.285824802481752
PHF21B	PHF21B	   112885.2	   112885.4	1.590020e-01	0.080755455241725
CBX2	CBX2	    84733.2	    84733.4	1.235024e+00	0.627255791464611
PDCL2	PDCL2	   132954.2	   132954.4	7.989294e-02	0.0405767898535856
GABRA1	GABRA1	     2554.2	     2554.4	2.235662e-01	0.11354693813702
CBLN1	CBLN1	      869.2	      869.4	8.849762e-01	0.449470169614796
GDNF	GDNF	     2668.2	     2668.4	1.765529e-01	0.0896693740565952
DACH1	DACH1	     1602.2	     1602.4	7.031811e-01	0.357138336925805
TMED5	TMED5	    50999.2	    50999.4	4.807126e-01	0.244148909154811
TMEM177	TMEM177	    80775.2	    80775.4	3.007976e-01	0.152771959620749
HSDL1	HSDL1	    83693.2	    83693.4	8.726432e-01	0.443206367716102
WARS2	WARS2	    10352.2	    10352.4	3.299779e-01	0.167592329242452
KLF9	KLF9	      687.2	      687.4	3.428460e-01	0.174127902842759
SVIL	SVIL	     6840.2	     6840.4	8.318960e-01	0.422511290384838
CLYBL	CLYBL	   171425.2	   171425.4	8.986284e-01	0.456403979416252
CMTM2	CMTM2	   146225.2	   146225.4	6.346719e-01	0.322343229730636
PRDM16	PRDM16	    63976.2	    63976.4	1.119368e+00	0.568515316933241
CSDE1	CSDE1	     7812.2	     7812.4	1.265741e-01	0.0642856634967587
NOM1	NOM1	    64434.2	    64434.4	4.640508e-01	0.235686554944508
RNF216	RNF216	    54476.2	    54476.4	3.932256e-01	0.199715175536788
APPBP2	APPBP2	    10513.2	    10513.4	3.704775e-01	0.188161653119559
BTNL9	BTNL9	   153579.2	   153579.4	7.136192e-01	0.362439738904137
CMIP	CMIP	    80790.2	    80790.4	6.286653e-01	0.319292540321352
SMURF2	SMURF2	    64750.2	    64750.4	7.349711e-01	0.373284145922764
PRKCA	PRKCA	     5578.2	     5578.4	5.208021e-01	0.264509947524851
SERPINB8	SERPINB8	     5271.2	     5271.4	8.426506e-01	0.42797343940776
DNMT3A	DNMT3A	     1788.2	     1788.4	9.115986e-01	0.462991408540264
GNAI2	GNAI2	     2771.2	     2771.4	6.776268e-02	0.0344159574835495
MAP2	MAP2	     4133.2	     4133.4	1.073777e+00	0.545360124168839
JAG1	JAG1	      182.2	      182.4	6.688009e-01	0.339676992399941
CCL24	CCL24	     6369.2	     6369.4	4.221123e-01	0.214386428784742
GIMAP7	GIMAP7	   168537.2	   168537.4	5.315433e-01	0.269965290827718
VARS	VARS	     7407.2	     7407.4	2.010224e-01	0.102097177556157
CYP2C19	CYP2C19	     1557.2	     1557.4	6.050881e-01	0.307317926672937
SLC4A11	SLC4A11	    83959.2	    83959.4	8.114347e-01	0.412119209805113
FOXP1	FOXP1	    27086.2	    27086.4	3.228419e-01	0.163968029368206
ST3GAL1	ST3GAL1	     6482.2	     6482.4	7.785262e-01	0.395405326339356
CTNNB1	CTNNB1	     1499.2	     1499.4	9.354514e-02	0.0475105996550414
ZCCHC14	ZCCHC14	    23174.2	    23174.4	5.443507e-01	0.276470035531953
PSMD4	PSMD4	     5710.2	     5710.4	1.883914e-01	0.0956820245696652
SCLY	SCLY	    51540.2	    51540.4	1.118015e-01	0.0567828142363474
ZNF627	ZNF627	   199692.2	   199692.4	2.799715e-01	0.14219460093086
TMEM108	TMEM108	    66000.2	    66000.4	3.379099e-01	0.171620909203568
B3GALT4	B3GALT4	     8705.2	     8705.4	7.787188e-01	0.395503145867912
PRB3	PRB3	     5544.2	     5544.4	4.502611e-01	0.228682910329051
NCKAP5	NCKAP5	   344148.2	   344148.4	4.873764e-01	0.24753338358054
PDE4C	PDE4C	     5143.2	     5143.4	2.444895e-01	0.124173663691788
RPS6KA2	RPS6KA2	     6196.2	     6196.4	9.660529e-01	0.490648178809629
TACO1	TACO1	    51204.2	    51204.4	1.832999e-01	0.0930961048934143
ATP1B2	ATP1B2	      482.2	      482.4	2.479691e-01	0.125940916192129
DGKH	DGKH	   160851.2	   160851.4	5.569788e-01	0.282883715638732
CYP20A1	CYP20A1	    57404.2	    57404.4	1.379699e-01	0.0700734713032243
ESPNL	ESPNL	   339768.2	   339768.4	3.691130e-01	0.187468637819894
MCF2L	MCF2L	    23263.2	    23263.4	9.137725e-01	0.464095509646854
SH3PXD2B	SH3PXD2B	   285590.2	   285590.4	4.438125e-01	0.225407733735853
CYP7B1	CYP7B1	     9420.2	     9420.4	1.016931e+00	0.516488634447508
QRICH2	QRICH2	    84074.2	    84074.4	9.645376e-01	0.489878573764863
RASA3	RASA3	    22821.2	    22821.4	1.114484e+00	0.566034784339937
TTLL3	TTLL3	    26140.2	    26140.4	5.104502e-01	0.259252325626279
NUBP1	NUBP1	     4682.2	     4682.4	2.031624e-01	0.103184061206786
PRR13	PRR13	    54458.2	    54458.4	3.554924e-01	0.18055087732842
CYBA	CYBA	     1535.2	     1535.4	1.003469e+00	0.509651425239673
C1D	C1D	    10438.2	    10438.4	6.240103e-01	0.316928314436456
C2CD2	C2CD2	    25966.2	    25966.4	4.634057e-01	0.235358915391695
UBE2Z	UBE2Z	    65264.2	    65264.4	4.665454e-02	0.0236953536231825
PTPRE	PTPRE	     5791.2	     5791.4	3.443871e-01	0.174910611438079
CORO7	CORO7	    79585.2	    79585.4	7.133869e-01	0.362321756160192
RLN1	RLN1	     6013.2	     6013.4	2.378080e-01	0.120780199620911
RADIL	RADIL	    55698.2	    55698.4	6.237825e-01	0.316812617195515
PLCH2	PLCH2	     9651.2	     9651.4	8.181055e-01	0.415507239457737
FBXO47	FBXO47	   494188.2	   494188.4	5.835667e-01	0.296387432374506
DOK5	DOK5	    55816.2	    55816.4	5.740610e-01	0.291559586618532
CD7	CD7	      924.2	      924.4	9.377437e-01	0.476270231780478
FAM163B	FAM163B	   642968.2	   642968.4	8.778413e-01	0.445846428419062
RIMBP2	RIMBP2	    23504.2	    23504.4	2.308039e-02	0.011722289037915
RERE	RERE	      473.2	      473.4	5.211021e-01	0.264662314391762
B3GNT2	B3GNT2	    10678.2	    10678.4	5.147150e-01	0.26141837300628
GPSM1	GPSM1	    26086.2	    26086.4	1.036123e+00	0.526236050813334
PABPN1L	PABPN1L	   390748.2	   390748.4	1.825729e-02	0.00927268691859343
ARHGAP21	ARHGAP21	    57584.2	    57584.4	6.223203e-01	0.316069981086193
GRM7	GRM7	     2917.2	     2917.4	7.213646e-01	0.366373546674034
KSR2	KSR2	   283455.2	   283455.4	6.074429e-01	0.308513905000274
CTDSPL	CTDSPL	    10217.2	    10217.4	8.388288e-01	0.426032387101231
SLCO4C1	SLCO4C1	   353189.2	   353189.4	6.156009e-01	0.31265726800113
PCBP2	PCBP2	     5094.2	     5094.4	8.099515e-02	0.0411365908015107
DUSP27	DUSP27	    92235.2	    92235.4	7.033432e-01	0.357220665822893
ACOT7	ACOT7	    11332.2	    11332.4	6.755004e-01	0.343079598482832
COL7A1	COL7A1	     1294.2	     1294.4	1.001027e+00	0.508411158943021
CTSB	CTSB	     1508.2	     1508.4	0.000000e+00	0
OPN5	OPN5	   221391.2	   221391.4	7.406662e-02	0.0376176627735239
ARMC4	ARMC4	    55130.2	    55130.4	3.679222e-01	0.18686384293617
GAS2L1	GAS2L1	    10634.2	    10634.4	5.523085e-01	0.280511719043624
ARF5	ARF5	      381.2	      381.4	4.977445e-01	0.252799233289926
TGFBRAP1	TGFBRAP1	     9392.2	     9392.4	4.754010e-01	0.241451202987203
C1orf220	C1orf220	   400798.2	   400798.4	3.128229e-01	0.158879483902948
KIAA1549	KIAA1549	    57670.2	    57670.4	1.073878e+00	0.545411421014032
TRPC3	TRPC3	     7222.2	     7222.4	5.752891e-01	0.292183325782709
TMEM200C	TMEM200C	   645369.2	   645369.4	7.038097e-01	0.357457596300939
RYR2	RYR2	     6262.2	     6262.4	8.111738e-01	0.411986701419856
SLC16A1	SLC16A1	     6566.2	     6566.4	6.190111e-01	0.314389272966258
P2RX2	P2RX2	    22953.2	    22953.4	8.534569e-01	0.433461846320746
ZBTB12	ZBTB12	   221527.2	   221527.4	3.671142e-01	0.186453468174625
CTNNA2	CTNNA2	     1496.2	     1496.4	9.609140e-01	0.488038185168406
WNT10B	WNT10B	     7480.2	     7480.4	4.268578e-01	0.21679661867449
CACNA1I	CACNA1I	     8911.2	     8911.4	9.381462e-01	0.476474657326916
STOX2	STOX2	    56977.2	    56977.4	4.377674e-01	0.222337490578649
KLHDC9	KLHDC9	   126823.2	   126823.4	9.307563e-01	0.472721404294308
HOOK1	HOOK1	    51361.2	    51361.4	8.811505e-01	0.447527136538997
PRMT8	PRMT8	    56341.2	    56341.4	3.318203e-01	0.168528064961106
FMNL2	FMNL2	   114793.2	   114793.4	4.966926e-01	0.252264984265582
SLITRK3	SLITRK3	    22865.2	    22865.4	4.289382e-01	0.217853232107559
PI16	PI16	   221476.2	   221476.4	1.426082e-01	0.0724292154325289
