V1	V2	X	X.1	X.2	we
CALHM2	CALHM2	    51063.3	    51063.4	5.20e-02	1.82646e-05
FANCD2	FANCD2	     2177.3	     2177.4	5.24e-02	1.82646e-05
SMARCE1	SMARCE1	     6605.3	     6605.4	5.24e-02	1.82646e-05
IGSF9	IGSF9	    57549.3	    57549.4	5.26e-02	1.82646e-05
RASSF4	RASSF4	    83937.3	    83937.4	5.28e-02	1.82646e-05
ZNF785	ZNF785	   146540.3	   146540.4	5.29e-02	1.82646e-05
CACNA1A	CACNA1A	      773.3	      773.4	5.29e-02	1.82646e-05
MEP1A	MEP1A	     4224.3	     4224.4	5.29e-02	1.82646e-05
PROCA1	PROCA1	   147011.3	   147011.4	5.30e-02	1.82646e-05
IL21R	IL21R	    50615.3	    50615.4	5.31e-02	1.82646e-05
ZNF431	ZNF431	   170959.3	   170959.4	5.32e-02	1.82646e-05
COL6A6	COL6A6	   131873.3	   131873.4	5.34e-02	1.82646e-05
KRTAP3-3	KRTAP3-3	    85293.3	    85293.4	5.34e-02	1.82646e-05
ADAM2	ADAM2	     2515.3	     2515.4	5.36e-02	1.82646e-05
PIK3C2A	PIK3C2A	     5286.3	     5286.4	5.37e-02	1.82646e-05
ITIH5	ITIH5	    80760.3	    80760.4	5.43e-02	1.82646e-05
MTIF2	MTIF2	     4528.3	     4528.4	5.43e-02	1.82646e-05
KLK1	KLK1	     3816.3	     3816.4	5.49e-02	1.82646e-05
GH2	GH2	     2689.3	     2689.4	5.49e-02	1.82646e-05
POLR3E	POLR3E	    55718.3	    55718.4	5.53e-02	1.82646e-05
FAM120A	FAM120A	    23196.3	    23196.4	5.53e-02	1.82646e-05
SIPA1L2	SIPA1L2	    57568.3	    57568.4	5.54e-02	1.82646e-05
L1CAM	L1CAM	     3897.3	     3897.4	5.56e-02	1.82646e-05
DYDC1	DYDC1	   143241.3	   143241.4	5.59e-02	1.82646e-05
SLFN13	SLFN13	   146857.3	   146857.4	5.67e-02	1.82646e-05
PLEKHH2	PLEKHH2	   130271.3	   130271.4	5.69e-02	1.82646e-05
ZBED2	ZBED2	    79413.3	    79413.4	5.71e-02	1.82646e-05
FSTL4	FSTL4	    23105.3	    23105.4	5.72e-02	1.82646e-05
DCAF5	DCAF5	     8816.3	     8816.4	5.72e-02	1.82646e-05
LGALS2	LGALS2	     3957.3	     3957.4	5.74e-02	1.82646e-05
IQUB	IQUB	   154865.3	   154865.4	5.76e-02	1.82646e-05
HECTD1	HECTD1	    25831.3	    25831.4	5.77e-02	1.82646e-05
ELAC1	ELAC1	    55520.3	    55520.4	5.81e-02	1.82646e-05
CACTIN	CACTIN	    58509.3	    58509.4	5.81e-02	1.82646e-05
LCE1B	LCE1B	   353132.3	   353132.4	5.85e-02	1.82646e-05
USP19	USP19	    10869.3	    10869.4	5.85e-02	1.82646e-05
IFITM3	IFITM3	    10410.3	    10410.4	5.85e-02	1.82646e-05
NCOA3	NCOA3	     8202.3	     8202.4	5.87e-02	1.82646e-05
HSPA12B	HSPA12B	   116835.3	   116835.4	5.88e-02	1.82646e-05
HTR5A	HTR5A	     3361.3	     3361.4	5.91e-02	1.82646e-05
OR2F1	OR2F1	    26211.3	    26211.4	5.97e-02	1.82646e-05
GPR142	GPR142	   350383.3	   350383.4	6.00e-02	1.82646e-05
PDX1	PDX1	     3651.3	     3651.4	6.01e-02	1.82646e-05
SLC2A6	SLC2A6	    11182.3	    11182.4	6.02e-02	1.82646e-05
RAB33A	RAB33A	     9363.3	     9363.4	6.04e-02	1.82646e-05
COQ6	COQ6	    51004.3	    51004.4	6.05e-02	1.82646e-05
OSBP	OSBP	     5007.3	     5007.4	6.05e-02	1.82646e-05
HIST1H2BM	HIST1H2BM	     8342.3	     8342.4	6.07e-02	1.82646e-05
DHX9	DHX9	     1660.3	     1660.4	6.09e-02	1.82646e-05
LEP	LEP	     3952.3	     3952.4	6.12e-02	1.82646e-05
HIRIP3	HIRIP3	     8479.3	     8479.4	6.14e-02	1.82646e-05
SSMEM1	SSMEM1	   136263.3	   136263.4	6.17e-02	1.82646e-05
LILRB5	LILRB5	    10990.3	    10990.4	6.20e-02	1.82646e-05
ANKFN1	ANKFN1	   162282.3	   162282.4	6.20e-02	1.82646e-05
TBCCD1	TBCCD1	    55171.3	    55171.4	6.22e-02	1.82646e-05
PGLYRP4	PGLYRP4	    57115.3	    57115.4	6.23e-02	1.82646e-05
IL1R1	IL1R1	     3554.3	     3554.4	6.26e-02	1.82646e-05
FREM2	FREM2	   341640.3	   341640.4	6.29e-02	1.82646e-05
TSR3	TSR3	   115939.3	   115939.4	6.41e-02	1.82646e-05
IDE	IDE	     3416.3	     3416.4	6.41e-02	1.82646e-05
PSMC6	PSMC6	     5706.3	     5706.4	6.43e-02	1.82646e-05
METTL2B	METTL2B	    55798.3	    55798.4	6.43e-02	1.82646e-05
BPIFA3	BPIFA3	   128861.3	   128861.4	6.45e-02	1.82646e-05
OCLN	OCLN	100506658.3	100506658.4	6.46e-02	1.82646e-05
FATE1	FATE1	    89885.3	    89885.4	6.49e-02	1.82646e-05
KCNB2	KCNB2	     9312.3	     9312.4	6.49e-02	1.82646e-05
MYCBP2	MYCBP2	    23077.3	    23077.4	6.50e-02	1.82646e-05
ROCK1	ROCK1	     6093.3	     6093.4	6.50e-02	1.82646e-05
DNAJB14	DNAJB14	    79982.3	    79982.4	6.53e-02	1.82646e-05
RAB11FIP1	RAB11FIP1	    80223.3	    80223.4	6.54e-02	1.82646e-05
GRM2	GRM2	     2912.3	     2912.4	6.54e-02	1.82646e-05
CRP	CRP	     1401.3	     1401.4	6.56e-02	1.82646e-05
RASGEF1A	RASGEF1A	   221002.3	   221002.4	6.56e-02	1.82646e-05
PTK2	PTK2	     5747.3	     5747.4	6.56e-02	1.82646e-05
WDR38	WDR38	   401551.3	   401551.4	6.57e-02	1.82646e-05
IRAK4	IRAK4	    51135.3	    51135.4	6.58e-02	1.82646e-05
PSIP1	PSIP1	    11168.3	    11168.4	6.59e-02	1.82646e-05
TIMP4	TIMP4	     7079.3	     7079.4	6.59e-02	1.82646e-05
NCOR1	NCOR1	     9611.3	     9611.4	6.59e-02	1.82646e-05
RTKN2	RTKN2	   219790.3	   219790.4	6.60e-02	1.82646e-05
ZNF250	ZNF250	    58500.3	    58500.4	6.63e-02	1.82646e-05
VSTM4	VSTM4	   196740.3	   196740.4	6.64e-02	1.82646e-05
NDUFAF1	NDUFAF1	    51103.3	    51103.4	6.67e-02	1.82646e-05
A2ML1	A2ML1	   144568.3	   144568.4	6.68e-02	1.82646e-05
PRCP	PRCP	     5547.3	     5547.4	6.71e-02	1.82646e-05
GPATCH2	GPATCH2	    55105.3	    55105.4	6.71e-02	1.82646e-05
PPARA	PPARA	     5465.3	     5465.4	6.72e-02	1.82646e-05
FAM124B	FAM124B	    79843.3	    79843.4	6.75e-02	1.82646e-05
EFCAB13	EFCAB13	   124989.3	   124989.4	6.76e-02	1.82646e-05
GPT2	GPT2	    84706.3	    84706.4	6.76e-02	1.82646e-05
YIF1B	YIF1B	    90522.3	    90522.4	6.79e-02	1.82646e-05
KRT6A	KRT6A	     3853.3	     3853.4	6.81e-02	1.82646e-05
PRSS21	PRSS21	    10942.3	    10942.4	6.82e-02	1.82646e-05
CDKL4	CDKL4	   344387.3	   344387.4	6.83e-02	1.82646e-05
ASXL2	ASXL2	    55252.3	    55252.4	6.83e-02	1.82646e-05
WDR45B	WDR45B	    56270.3	    56270.4	6.84e-02	1.82646e-05
GRIK4	GRIK4	     2900.3	     2900.4	6.85e-02	1.82646e-05
CAPRIN2	CAPRIN2	    65981.3	    65981.4	6.91e-02	1.82646e-05
GBA2	GBA2	    57704.3	    57704.4	6.95e-02	1.82646e-05
DENND5B	DENND5B	   160518.3	   160518.4	6.97e-02	1.82646e-05
MRPL14	MRPL14	    64928.3	    64928.4	7.00e-02	1.82646e-05
SLC36A3	SLC36A3	   285641.3	   285641.4	7.01e-02	1.82646e-05
KCNQ2	KCNQ2	     3785.3	     3785.4	7.01e-02	1.82646e-05
FBN3	FBN3	    84467.3	    84467.4	7.01e-02	1.82646e-05
VAX1	VAX1	    11023.3	    11023.4	7.02e-02	1.82646e-05
HIST1H4A	HIST1H4A	     8359.3	     8359.4	7.02e-02	1.82646e-05
TMEM132E	TMEM132E	   124842.3	   124842.4	7.03e-02	1.82646e-05
CALR	CALR	      811.3	      811.4	7.03e-02	1.82646e-05
ACCSL	ACCSL	   390110.3	   390110.4	7.04e-02	1.82646e-05
JKAMP	JKAMP	    51528.3	    51528.4	7.05e-02	1.82646e-05
XRN2	XRN2	    22803.3	    22803.4	7.06e-02	1.82646e-05
FRZB	FRZB	     2487.3	     2487.4	7.07e-02	1.82646e-05
MAVS	MAVS	    57506.3	    57506.4	7.07e-02	1.82646e-05
LHB	LHB	     3972.3	     3972.4	7.07e-02	1.82646e-05
LTK	LTK	     4058.3	     4058.4	7.14e-02	1.82646e-05
TET1	TET1	    80312.3	    80312.4	7.17e-02	1.82646e-05
IFI35	IFI35	     3430.3	     3430.4	7.22e-02	1.82646e-05
NEK9	NEK9	    91754.3	    91754.4	7.23e-02	1.82646e-05
TAF9B	TAF9B	    51616.3	    51616.4	7.24e-02	1.82646e-05
RNF212	RNF212	   285498.3	   285498.4	7.26e-02	1.82646e-05
SULT1C3	SULT1C3	   442038.3	   442038.4	7.30e-02	1.82646e-05
ADAM19	ADAM19	     8728.3	     8728.4	7.31e-02	1.82646e-05
CEACAM8	CEACAM8	     1088.3	     1088.4	7.32e-02	1.82646e-05
CA9	CA9	      768.3	      768.4	7.36e-02	1.82646e-05
PRKD2	PRKD2	    25865.3	    25865.4	7.38e-02	1.82646e-05
COLGALT1	COLGALT1	    79709.3	    79709.4	7.40e-02	1.82646e-05
TRIML2	TRIML2	   205860.3	   205860.4	7.42e-02	1.82646e-05
DPAGT1	DPAGT1	     1798.3	     1798.4	7.43e-02	1.82646e-05
CHUK	CHUK	     1147.3	     1147.4	7.43e-02	1.82646e-05
PLOD3	PLOD3	     8985.3	     8985.4	7.44e-02	1.82646e-05
ABCE1	ABCE1	     6059.3	     6059.4	7.47e-02	1.82646e-05
APP	APP	      351.3	      351.4	7.49e-02	1.82646e-05
MYO1E	MYO1E	     4643.3	     4643.4	7.53e-02	1.82646e-05
C8orf76	C8orf76	    84933.3	    84933.4	7.53e-02	1.82646e-05
B2M	B2M	      567.3	      567.4	7.54e-02	1.82646e-05
H2AFY	H2AFY	     9555.3	     9555.4	7.55e-02	1.82646e-05
SYT16	SYT16	    83851.3	    83851.4	7.56e-02	1.82646e-05
DLK2	DLK2	    65989.3	    65989.4	7.58e-02	1.82646e-05
C16orf86	C16orf86	   388284.3	   388284.4	7.60e-02	1.82646e-05
IL18RAP	IL18RAP	     8807.3	     8807.4	7.62e-02	1.82646e-05
OR8K1	OR8K1	   390157.3	   390157.4	7.63e-02	1.82646e-05
MYH7B	MYH7B	    57644.3	    57644.4	7.64e-02	1.82646e-05
CLK4	CLK4	    57396.3	    57396.4	7.68e-02	1.82646e-05
MYH15	MYH15	    22989.3	    22989.4	7.70e-02	1.82646e-05
MAP3K2	MAP3K2	    10746.3	    10746.4	7.72e-02	1.82646e-05
HSP90AA1	HSP90AA1	     3320.3	     3320.4	7.73e-02	1.82646e-05
AP3S1	AP3S1	     1176.3	     1176.4	7.73e-02	1.82646e-05
CDC42	CDC42	      998.3	      998.4	7.76e-02	1.82646e-05
JAM3	JAM3	    83700.3	    83700.4	7.77e-02	1.82646e-05
B4GALNT3	B4GALNT3	   283358.3	   283358.4	7.79e-02	1.82646e-05
TLL2	TLL2	     7093.3	     7093.4	7.80e-02	1.82646e-05
TTI2	TTI2	    80185.3	    80185.4	7.80e-02	1.82646e-05
SEC23B	SEC23B	    10483.3	    10483.4	7.80e-02	1.82646e-05
FAM171B	FAM171B	   165215.3	   165215.4	7.83e-02	1.82646e-05
TCF25	TCF25	    22980.3	    22980.4	7.85e-02	1.82646e-05
IGSF9B	IGSF9B	    22997.3	    22997.4	7.86e-02	1.82646e-05
NKAIN4	NKAIN4	   128414.3	   128414.4	7.86e-02	1.82646e-05
MRPL22	MRPL22	    29093.3	    29093.4	7.88e-02	1.82646e-05
MYH7	MYH7	     4625.3	     4625.4	7.88e-02	1.82646e-05
ACPP	ACPP	       55.3	       55.4	7.89e-02	1.82646e-05
KANSL1	KANSL1	   284058.3	   284058.4	7.91e-02	1.82646e-05
SLC46A2	SLC46A2	    57864.3	    57864.4	7.91e-02	1.82646e-05
RNF216	RNF216	    54476.3	    54476.4	7.92e-02	1.82646e-05
COBLL1	COBLL1	    22837.3	    22837.4	7.92e-02	1.82646e-05
ENKUR	ENKUR	   219670.3	   219670.4	7.92e-02	1.82646e-05
UBD	UBD	    10537.3	    10537.4	7.98e-02	1.82646e-05
KRTAP10-7	KRTAP10-7	   386675.3	   386675.4	8.01e-02	1.82646e-05
VGLL1	VGLL1	    51442.3	    51442.4	8.04e-02	1.82646e-05
CHRM1	CHRM1	     1128.3	     1128.4	8.06e-02	1.82646e-05
RNF114	RNF114	    55905.3	    55905.4	8.11e-02	1.82646e-05
PLA2G4C	PLA2G4C	     8605.3	     8605.4	8.12e-02	1.82646e-05
TIGD5	TIGD5	    84948.3	    84948.4	8.13e-02	1.82646e-05
PGS1	PGS1	     9489.3	     9489.4	8.15e-02	1.82646e-05
MRGPRX2	MRGPRX2	   117194.3	   117194.4	8.15e-02	1.82646e-05
DTX3	DTX3	   196403.3	   196403.4	8.16e-02	1.82646e-05
COMMD6	COMMD6	   170622.3	   170622.4	8.16e-02	1.82646e-05
PDRG1	PDRG1	    81572.3	    81572.4	8.16e-02	1.82646e-05
LUM	LUM	     4060.3	     4060.4	8.20e-02	1.82646e-05
LCE1E	LCE1E	   353135.3	   353135.4	8.22e-02	1.82646e-05
DOCK8	DOCK8	    81704.3	    81704.4	8.26e-02	1.82646e-05
DSE	DSE	    29940.3	    29940.4	8.32e-02	1.82646e-05
TSSC4	TSSC4	    10078.3	    10078.4	8.32e-02	1.82646e-05
COL19A1	COL19A1	     1310.3	     1310.4	8.33e-02	1.82646e-05
CIRBP	CIRBP	     1153.3	     1153.4	8.37e-02	1.82646e-05
ATP2B2	ATP2B2	      491.3	      491.4	8.39e-02	1.82646e-05
SCNN1D	SCNN1D	     6339.3	     6339.4	8.44e-02	1.82646e-05
FMO1	FMO1	     2326.3	     2326.4	8.47e-02	1.82646e-05
CKAP2	CKAP2	    26586.3	    26586.4	8.51e-02	1.82646e-05
AHNAK	AHNAK	    79026.3	    79026.4	8.52e-02	1.82646e-05
COL27A1	COL27A1	    85301.3	    85301.4	8.53e-02	1.82646e-05
SLFN11	SLFN11	    91607.3	    91607.4	8.53e-02	1.82646e-05
EMILIN1	EMILIN1	    11117.3	    11117.4	8.54e-02	1.82646e-05
CNOT2	CNOT2	     4848.3	     4848.4	8.60e-02	1.82646e-05
EFNB2	EFNB2	     1948.3	     1948.4	8.60e-02	1.82646e-05
RPP40	RPP40	    10799.3	    10799.4	8.63e-02	1.82646e-05
NDUFB3	NDUFB3	     4709.3	     4709.4	8.63e-02	1.82646e-05
PLP1	PLP1	     5354.3	     5354.4	8.63e-02	1.82646e-05
KMT2D	KMT2D	     8085.3	     8085.4	8.64e-02	1.82646e-05
CXorf56	CXorf56	    63932.3	    63932.4	8.67e-02	1.82646e-05
ADAL	ADAL	   161823.3	   161823.4	8.69e-02	1.82646e-05
POPDC3	POPDC3	    64208.3	    64208.4	8.73e-02	1.82646e-05
RPGRIP1	RPGRIP1	    57096.3	    57096.4	8.74e-02	1.82646e-05
CDK3	CDK3	     1018.3	     1018.4	8.75e-02	1.82646e-05
ANLN	ANLN	    54443.3	    54443.4	8.75e-02	1.82646e-05
HMGCR	HMGCR	     3156.3	     3156.4	8.76e-02	1.82646e-05
INHA	INHA	     3623.3	     3623.4	8.78e-02	1.82646e-05
BMX	BMX	      660.3	      660.4	8.78e-02	1.82646e-05
RHBDF2	RHBDF2	    79651.3	    79651.4	8.80e-02	1.82646e-05
PIKFYVE	PIKFYVE	   200576.3	   200576.4	8.81e-02	1.82646e-05
TMEM173	TMEM173	   340061.3	   340061.4	8.84e-02	1.82646e-05
DCSTAMP	DCSTAMP	    81501.3	    81501.4	8.85e-02	1.82646e-05
PPIG	PPIG	     9360.3	     9360.4	8.86e-02	1.82646e-05
AMBRA1	AMBRA1	    55626.3	    55626.4	8.90e-02	1.82646e-05
KBTBD12	KBTBD12	   166348.3	   166348.4	8.91e-02	1.82646e-05
ELL2	ELL2	    22936.3	    22936.4	8.92e-02	1.82646e-05
CSNK1E	CSNK1E	     1454.3	     1454.4	8.93e-02	1.82646e-05
GJB4	GJB4	   127534.3	   127534.4	8.94e-02	1.82646e-05
SLC16A4	SLC16A4	     9122.3	     9122.4	8.98e-02	1.82646e-05
PBRM1	PBRM1	    55193.3	    55193.4	8.99e-02	1.82646e-05
SHISA5	SHISA5	    51246.3	    51246.4	9.00e-02	1.82646e-05
ITGA11	ITGA11	    22801.3	    22801.4	9.01e-02	1.82646e-05
HSPA1L	HSPA1L	     3305.3	     3305.4	9.01e-02	1.82646e-05
PTGR1	PTGR1	    22949.3	    22949.4	9.02e-02	1.82646e-05
GALNT18	GALNT18	   374378.3	   374378.4	9.03e-02	1.82646e-05
PICK1	PICK1	     9463.3	     9463.4	9.04e-02	1.82646e-05
ERCC4	ERCC4	     2072.3	     2072.4	9.04e-02	1.82646e-05
RCAN3	RCAN3	    11123.3	    11123.4	9.04e-02	1.82646e-05
GRIK3	GRIK3	     2899.3	     2899.4	9.04e-02	1.82646e-05
SLC14A2	SLC14A2	     8170.3	     8170.4	9.08e-02	1.82646e-05
HPS3	HPS3	    84343.3	    84343.4	9.10e-02	1.82646e-05
KIR2DL1	KIR2DL1	     3802.3	     3802.4	9.12e-02	1.82646e-05
ZNF143	ZNF143	     7702.3	     7702.4	9.14e-02	1.82646e-05
G2E3	G2E3	    55632.3	    55632.4	9.14e-02	1.82646e-05
HELZ	HELZ	     9931.3	     9931.4	9.16e-02	1.82646e-05
SAA2	SAA2	     6289.3	     6289.4	9.17e-02	1.82646e-05
MEFV	MEFV	     4210.3	     4210.4	9.20e-02	1.82646e-05
PCDHGA4	PCDHGA4	    56111.3	    56111.4	9.21e-02	1.82646e-05
AP3M2	AP3M2	    10947.3	    10947.4	9.21e-02	1.82646e-05
FETUB	FETUB	    26998.3	    26998.4	9.23e-02	1.82646e-05
MATN4	MATN4	     8785.3	     8785.4	9.23e-02	1.82646e-05
SPHK2	SPHK2	    56848.3	    56848.4	9.26e-02	1.82646e-05
RNF31	RNF31	    55072.3	    55072.4	9.26e-02	1.82646e-05
LDHAL6A	LDHAL6A	   160287.3	   160287.4	9.27e-02	1.82646e-05
PBX1	PBX1	     5087.3	     5087.4	9.27e-02	1.82646e-05
TSACC	TSACC	   128229.3	   128229.4	9.30e-02	1.82646e-05
TF	TF	     7018.3	     7018.4	9.31e-02	1.82646e-05
ZNF398	ZNF398	    57541.3	    57541.4	9.32e-02	1.82646e-05
ANK1	ANK1	      286.3	      286.4	9.37e-02	1.82646e-05
KYNU	KYNU	     8942.3	     8942.4	9.38e-02	1.82646e-05
FAM151A	FAM151A	   338094.3	   338094.4	9.38e-02	1.82646e-05
PGAP1	PGAP1	    80055.3	    80055.4	9.39e-02	1.82646e-05
KLRC1	KLRC1	     3821.3	     3821.4	9.40e-02	1.82646e-05
BTN2A2	BTN2A2	    10385.3	    10385.4	9.40e-02	1.82646e-05
CCR6	CCR6	     1235.3	     1235.4	9.42e-02	1.82646e-05
ODF4	ODF4	   146852.3	   146852.4	9.42e-02	1.82646e-05
FUT1	FUT1	     2523.3	     2523.4	9.43e-02	1.82646e-05
CHST3	CHST3	     9469.3	     9469.4	9.43e-02	1.82646e-05
ZBTB7C	ZBTB7C	   201501.3	   201501.4	9.45e-02	1.82646e-05
KRTDAP	KRTDAP	   388533.3	   388533.4	9.45e-02	1.82646e-05
TIRAP	TIRAP	   114609.3	   114609.4	9.46e-02	1.82646e-05
MKNK2	MKNK2	     2872.3	     2872.4	9.46e-02	1.82646e-05
MSL3	MSL3	    10943.3	    10943.4	9.47e-02	1.82646e-05
BTRC	BTRC	     8945.3	     8945.4	9.48e-02	1.82646e-05
VPS25	VPS25	    84313.3	    84313.4	9.48e-02	1.82646e-05
TAS2R20	TAS2R20	   259295.3	   259295.4	9.50e-02	1.82646e-05
CLEC2B	CLEC2B	     9976.3	     9976.4	9.53e-02	1.82646e-05
HNRNPH2	HNRNPH2	     3188.3	     3188.4	9.53e-02	1.82646e-05
EMP2	EMP2	     2013.3	     2013.4	9.54e-02	1.82646e-05
ADAM7	ADAM7	     8756.3	     8756.4	9.55e-02	1.82646e-05
SP8	SP8	   221833.3	   221833.4	9.56e-02	1.82646e-05
CATSPER3	CATSPER3	   347732.3	   347732.4	9.57e-02	1.82646e-05
CEP290	CEP290	    80184.3	    80184.4	9.59e-02	1.82646e-05
RAPGEF2	RAPGEF2	     9693.3	     9693.4	9.61e-02	1.82646e-05
VIPAS39	VIPAS39	    63894.3	    63894.4	9.64e-02	1.82646e-05
RB1CC1	RB1CC1	     9821.3	     9821.4	9.64e-02	1.82646e-05
APEX1	APEX1	      328.3	      328.4	9.64e-02	1.82646e-05
DNAH6	DNAH6	     1768.3	     1768.4	9.66e-02	1.82646e-05
SULT1C4	SULT1C4	    27233.3	    27233.4	9.68e-02	1.82646e-05
GPR173	GPR173	    54328.3	    54328.4	9.69e-02	1.82646e-05
ITGA3	ITGA3	     3675.3	     3675.4	9.70e-02	1.82646e-05
DBN1	DBN1	     1627.3	     1627.4	9.71e-02	1.82646e-05
SH3YL1	SH3YL1	    26751.3	    26751.4	9.74e-02	1.82646e-05
GAS2L1	GAS2L1	    10634.3	    10634.4	9.74e-02	1.82646e-05
GADL1	GADL1	   339896.3	   339896.4	9.74e-02	1.82646e-05
THEMIS	THEMIS	   387357.3	   387357.4	9.76e-02	1.82646e-05
ZNF318	ZNF318	    24149.3	    24149.4	9.79e-02	1.82646e-05
DHX57	DHX57	    90957.3	    90957.4	9.81e-02	1.82646e-05
COL4A1	COL4A1	     1282.3	     1282.4	9.83e-02	1.82646e-05
TNNT3	TNNT3	     7140.3	     7140.4	9.83e-02	1.82646e-05
KNTC1	KNTC1	     9735.3	     9735.4	9.83e-02	1.82646e-05
ATXN7L2	ATXN7L2	   127002.3	   127002.4	9.83e-02	1.82646e-05
PHF20	PHF20	    51230.3	    51230.4	9.85e-02	1.82646e-05
PCBD2	PCBD2	    84105.3	    84105.4	9.86e-02	1.82646e-05
FGFBP1	FGFBP1	     9982.3	     9982.4	9.87e-02	1.82646e-05
XRCC5	XRCC5	     7520.3	     7520.4	9.87e-02	1.82646e-05
HSD11B1	HSD11B1	     3290.3	     3290.4	9.88e-02	1.82646e-05
ZNF337	ZNF337	    26152.3	    26152.4	9.89e-02	1.82646e-05
ARHGEF12	ARHGEF12	    23365.3	    23365.4	9.89e-02	1.82646e-05
RCN2	RCN2	     5955.3	     5955.4	9.90e-02	1.82646e-05
IGSF3	IGSF3	     3321.3	     3321.4	9.92e-02	1.82646e-05
KCTD16	KCTD16	    57528.3	    57528.4	9.94e-02	1.82646e-05
REST	REST	     5978.3	     5978.4	9.94e-02	1.82646e-05
MYOC	MYOC	     4653.3	     4653.4	9.94e-02	1.82646e-05
DPP6	DPP6	     1804.3	     1804.4	9.95e-02	1.82646e-05
SLC35F2	SLC35F2	    54733.3	    54733.4	9.95e-02	1.82646e-05
SLC26A7	SLC26A7	   115111.3	   115111.4	9.95e-02	1.82646e-05
USP29	USP29	    57663.3	    57663.4	9.95e-02	1.82646e-05
TANGO6	TANGO6	    79613.3	    79613.4	9.95e-02	1.82646e-05
ZC3H7B	ZC3H7B	    23264.3	    23264.4	9.96e-02	1.82646e-05
KBTBD2	KBTBD2	    25948.3	    25948.4	9.96e-02	1.82646e-05
ANXA13	ANXA13	      312.3	      312.4	9.96e-02	1.82646e-05
HNF4A	HNF4A	     3172.3	     3172.4	9.97e-02	1.82646e-05
ATAD2	ATAD2	    29028.3	    29028.4	1.00e-01	1.82646e-05
TNC	TNC	     3371.3	     3371.4	1.00e-01	1.82646e-05
MAOB	MAOB	     4129.3	     4129.4	1.00e-01	1.82646e-05
NCF4	NCF4	     4689.3	     4689.4	1.00e-01	1.82646e-05
ZNF827	ZNF827	   152485.3	   152485.4	1.01e-01	1.82646e-05
LMO7	LMO7	     4008.3	     4008.4	1.01e-01	1.82646e-05
BTLA	BTLA	   151888.3	   151888.4	1.01e-01	1.82646e-05
RHOXF1	RHOXF1	   158800.3	   158800.4	1.01e-01	1.82646e-05
PRMT8	PRMT8	    56341.3	    56341.4	1.01e-01	1.82646e-05
SEC61A1	SEC61A1	    29927.3	    29927.4	1.01e-01	1.82646e-05
ZNF486	ZNF486	    90649.3	    90649.4	1.01e-01	1.82646e-05
LMBR1	LMBR1	    64327.3	    64327.4	1.01e-01	1.82646e-05
DDX39B	DDX39B	     7919.3	     7919.4	1.01e-01	1.82646e-05
TRAPPC6B	TRAPPC6B	   122553.3	   122553.4	1.01e-01	1.82646e-05
FRMD5	FRMD5	    84978.3	    84978.4	1.02e-01	1.82646e-05
TEX37	TEX37	   200523.3	   200523.4	1.02e-01	1.82646e-05
TAS2R7	TAS2R7	    50837.3	    50837.4	1.02e-01	1.82646e-05
PTK2B	PTK2B	     2185.3	     2185.4	1.02e-01	1.82646e-05
CACNA2D1	CACNA2D1	      781.3	      781.4	1.02e-01	1.82646e-05
LAMB3	LAMB3	     3914.3	     3914.4	1.02e-01	1.82646e-05
IPP	IPP	     3652.3	     3652.4	1.03e-01	1.82646e-05
IMPACT	IMPACT	    55364.3	    55364.4	1.03e-01	1.82646e-05
MT1M	MT1M	     4499.3	     4499.4	1.03e-01	1.82646e-05
OGFOD3	OGFOD3	    79701.3	    79701.4	1.03e-01	1.82646e-05
SLC22A17	SLC22A17	    51310.3	    51310.4	1.04e-01	1.82646e-05
C3	C3	      718.3	      718.4	1.04e-01	1.82646e-05
PSMB5	PSMB5	     5693.3	     5693.4	1.04e-01	1.82646e-05
MYO9B	MYO9B	     4650.3	     4650.4	1.04e-01	1.82646e-05
NKTR	NKTR	     4820.3	     4820.4	1.04e-01	1.82646e-05
ZIM3	ZIM3	   114026.3	   114026.4	1.04e-01	1.82646e-05
CALHM1	CALHM1	   255022.3	   255022.4	1.04e-01	1.82646e-05
PITPNM2	PITPNM2	    57605.3	    57605.4	1.04e-01	1.82646e-05
ATAD5	ATAD5	    79915.3	    79915.4	1.04e-01	1.82646e-05
ARSH	ARSH	   347527.3	   347527.4	1.04e-01	1.82646e-05
HIPK2	HIPK2	    28996.3	    28996.4	1.04e-01	1.82646e-05
KLK6	KLK6	     5653.3	     5653.4	1.05e-01	1.82646e-05
ATG5	ATG5	     9474.3	     9474.4	1.05e-01	1.82646e-05
SLC25A12	SLC25A12	     8604.3	     8604.4	1.05e-01	1.82646e-05
KRTAP10-12	KRTAP10-12	   386685.3	   386685.4	1.05e-01	1.82646e-05
COL16A1	COL16A1	     1307.3	     1307.4	1.05e-01	1.82646e-05
FGA	FGA	     2243.3	     2243.4	1.05e-01	1.82646e-05
SLC35E3	SLC35E3	    55508.3	    55508.4	1.06e-01	1.82646e-05
EPB41L5	EPB41L5	    57669.3	    57669.4	1.06e-01	1.82646e-05
KIF24	KIF24	   347240.3	   347240.4	1.06e-01	1.82646e-05
BLID	BLID	   414899.3	   414899.4	1.06e-01	1.82646e-05
RXFP3	RXFP3	    51289.3	    51289.4	1.06e-01	1.82646e-05
APOA4	APOA4	      337.3	      337.4	1.06e-01	1.82646e-05
ST5	ST5	     6764.3	     6764.4	1.06e-01	1.82646e-05
